0.858407,0.370711,-1,-1,3
0.32034,0.382212,-1,-1,1
0.301958,0.418064,-1,-1,1
0.042139,0.112594,-1,-1,-1
0.300379,0.299637,-1,-1,0
0.715848,0.088631,-1,-1,3
0.319367,0.211042,-1,-1,0
0.186781,0.362542,-1,-1,1
0.077701,0.069425,-1,-1,0
0.75661,0.216665,-1,-1,3
0.407917,0.355347,-1,-1,1
0.213786,0.206409,-1,-1,1
0.444597,0.106791,-1,-1,5
0.505907,0.041161,-1,-1,5
0.354594,0.413652,-1,-1,1
0.793471,0.274232,-1,-1,3
0.254299,0.184439,-1,-1,-1
0.34095,0.374355,-1,-1,1
0.755131,0.091395,-1,-1,3
0.277813,0.097986,-1,-1,0
0.548855,0.377688,-1,-1,2
0.236681,0.280609,-1,-1,1
0.8205,0.239605,-1,-1,3
0.076594,0.215236,-1,-1,0
0.373219,0.405681,-1,-1,1
0.526518,0.126714,-1,-1,5
0.555411,0.140187,-1,-1,5
0.630008,0.437192,-1,-1,-1
0.078955,0.107118,-1,-1,0
0.603995,0.205519,-1,-1,4
0.619486,0.143957,-1,-1,4
0.880823,0.128462,-1,-1,3
0.192743,0.205051,-1,-1,1
0.64789,0.153244,-1,-1,4
0.188489,0.152682,-1,-1,1
0.510444,0.177554,-1,-1,5
0.616085,0.195962,-1,-1,4
0.809091,0.083673,-1,-1,3
0.812102,0.29542,-1,-1,3
0.407109,0.369181,-1,-1,1
0.874867,0.273535,-1,-1,3
0.806128,0.048257,-1,-1,3
0.393299,0.157027,-1,-1,1
0.658016,0.235711,-1,-1,-1
0.883404,0.356901,-1,-1,3
0.215335,0.094971,-1,-1,0
0.189323,0.106516,-1,-1,0
0.862572,0.360022,-1,-1,3
0.335008,0.378134,-1,-1,1
0.754075,0.218238,-1,-1,3
0.654419,0.048158,-1,-1,5
0.298609,0.301088,-1,-1,0
0.235744,0.274757,-1,-1,1
0.325125,0.480756,-1,-1,-1
0.352623,0.391327,-1,-1,1
0.554466,0.31135,-1,-1,4
0.612639,0.277989,-1,-1,4
0.611436,0.455131,-1,-1,-1
0.732938,0.059308,-1,-1,3
0.891088,0.341479,-1,-1,3
0.395291,0.417829,-1,-1,1
0.835917,0.347982,-1,-1,3
0.548064,0.117094,-1,-1,5
0.177714,0.163923,-1,-1,1
0.088147,0.074312,-1,-1,0
0.635535,0.310637,-1,-1,4
0.602811,0.373022,-1,-1,2
0.79645,0.313195,-1,-1,3
0.525617,0.221441,-1,-1,5
0.541883,0.426577,-1,-1,2
0.238244,0.08355,-1,-1,0
0.305473,0.080591,-1,-1,0
0.395954,0.341653,-1,-1,1
0.536859,0.169061,-1,-1,5
0.303802,0.22103,-1,-1,0
0.110623,0.157466,-1,-1,0
0.393046,0.378321,-1,-1,1
0.520942,0.053522,-1,-1,5
0.522439,0.173324,-1,-1,5
0.26688,0.14896,-1,-1,-1
0.182312,0.187051,-1,-1,1
0.432011,0.080348,-1,-1,5
0.07484,0.117805,-1,-1,0
0.00874,0.176796,-1,-1,-1
0.869347,0.332345,-1,-1,3
0.099275,0.089112,-1,-1,0
0.83997,0.145982,-1,-1,3
0.096484,0.128783,-1,-1,0
0.844637,0.24885,-1,-1,3
0.892966,0.137249,-1,-1,3
0.204847,0.199589,-1,-1,1
0.337658,0.234863,-1,-1,0
0.334181,0.274411,-1,-1,0
0.192893,0.401414,-1,-1,1
0.227045,0.353034,-1,-1,1
0.413308,0.311642,-1,-1,1
0.179957,0.073171,-1,-1,0
0.427149,0.330011,-1,-1,1
0.470819,0.057227,-1,-1,5
0.178222,0.225434,-1,-1,1
0.740657,0.226353,-1,-1,-1
0.497754,0.234342,-1,-1,5
0.202727,0.188435,-1,-1,1
0.420466,0.206719,-1,-1,1
0.581668,0.287053,-1,-1,4
0.135546,0.088351,-1,-1,0
0.554193,0.104366,-1,-1,5
0.562304,0.373511,-1,-1,2
0.323906,0.471673,-1,-1,-1
0.072665,0.281537,-1,-1,0
0.630377,0.221703,-1,-1,4
0.862442,0.162856,-1,-1,3
0.280819,0.318367,-1,-1,0
0.311302,0.09715,-1,-1,0
0.798254,0.170292,-1,-1,3
0.871693,0.243746,-1,-1,3
0.572514,0.308874,-1,-1,4
0.107363,0.194484,-1,-1,0
0.843404,0.073586,-1,-1,3
0.118564,0.074665,-1,-1,0
0.88766,0.111733,-1,-1,3
0.712567,0.387161,-1,-1,2
0.085744,0.151903,-1,-1,0
0.472732,0.052101,-1,-1,5
0.760123,0.063519,-1,-1,3
0.341452,0.07055,-1,-1,0
0.073789,0.119438,-1,-1,0
0.443222,0.345835,-1,-1,1
0.076917,0.133192,-1,-1,0
0.444016,0.166989,-1,-1,1
0.360243,0.38982,-1,-1,1
0.807749,0.281129,-1,-1,3
0.558764,0.397585,-1,-1,2
0.5887,0.424765,-1,-1,2
0.861436,0.35716,-1,-1,3
0.41811,0.210256,-1,-1,1
0.111217,0.090537,-1,-1,0
0.653581,0.235537,-1,-1,4
0.767936,0.20676,-1,-1,3
0.790554,0.190085,-1,-1,3
0.182125,0.106141,-1,-1,0
0.878789,0.187018,-1,-1,3
0.525425,0.415767,-1,-1,2
0.47904,0.085636,-1,-1,5
0.347538,0.39538,-1,-1,1
0.79208,0.26151,-1,-1,3
0.877845,0.350267,-1,-1,3
0.356326,0.391628,-1,-1,1
0.844572,0.251575,-1,-1,3
0.841126,0.217842,-1,-1,3
0.541152,0.179187,-1,-1,5
0.403043,0.175002,-1,-1,1
0.407425,0.107075,-1,-1,5
0.232717,0.090615,-1,-1,0
0.416439,0.229553,-1,-1,1
0.084866,0.074233,-1,-1,0
0.064152,0.290195,-1,-1,-1
0.822235,0.231885,-1,-1,3
0.21854,0.076495,-1,-1,0
0.185847,0.395733,-1,-1,1
0.241645,0.089244,-1,-1,0
0.545546,0.367097,-1,-1,2
0.650324,0.209631,-1,-1,4
0.220681,0.314248,-1,-1,1
0.869441,0.21223,-1,-1,3
0.743585,0.393874,-1,-1,2
0.089265,0.321992,-1,-1,0
0.546219,0.063147,-1,-1,5
