0.087224,0.133052
0.703939,0.394853
0.139431,0.240784
0.572867,0.392163
0.458449,0.042831
0.138826,0.299640
0.153628,0.057497
0.167502,0.044268
0.545123,0.091018
0.418668,0.261368
0.206671,0.157642
0.303845,0.182919
0.102652,0.192463
0.231185,0.308919
0.086955,0.063105
0.628602,0.226610
0.642867,0.210397
0.788417,0.275627
0.216998,0.297918
0.774375,0.261206
0.416318,0.343119
0.111858,0.113039
0.556296,0.358153
0.785657,0.224532
0.649847,0.185210
0.782804,0.474395
0.547396,0.288861
0.499275,0.115753
0.320251,0.070681
0.538899,0.107879
0.322749,0.358105
0.683227,0.415053
0.087345,0.295315
0.851519,0.127771
0.626171,0.196668
0.620192,0.367542
0.292546,0.388100
0.238244,0.074681
0.875321,0.246721
0.520826,0.153734
0.078396,0.093645
0.394685,0.400197
0.487821,0.073923
0.767305,0.207805
0.836273,0.418818
0.666053,0.151634
0.606391,0.159015
0.489505,0.060135
0.101537,0.214269
0.554741,0.407287
0.643875,0.162394
0.103990,0.174847
0.100280,0.102890
0.196000,0.311819
0.653581,0.228139
0.118422,0.104052
0.300013,0.125761
0.298513,0.290494
0.539601,0.301773
0.181701,0.319468
0.875123,0.210802
0.208452,0.244610
0.890115,0.363681
0.870669,0.340203
0.440102,0.152550
0.312289,0.056248
0.666866,0.403177
0.663374,0.426540
0.050644,0.192202
0.424657,0.219355
0.490821,0.089971
0.296439,0.225189
0.263588,0.352605
0.069532,0.287784
0.551235,0.418539
0.440193,0.411252
0.562369,0.038232
0.765289,0.189056
0.096260,0.151915
0.079722,0.267787
0.412535,0.207290
0.697157,0.413469
0.167176,0.044461
0.223358,0.219903
0.307770,0.207065
0.613428,0.161779
0.371013,0.345868
0.125096,0.152287
0.822807,0.086177
0.185160,0.183673
0.589289,0.040034
0.785995,0.260934
0.077454,0.112463
0.451252,0.088010
0.858856,0.213821
0.312296,0.340958
0.360313,0.356574
0.840545,0.060100
0.253487,0.406744
0.441722,0.274276
0.483906,0.049602
0.133374,0.062827
0.227431,0.387797
0.529487,0.215742
0.399371,0.149363
0.335684,0.088853
0.342121,0.237306
0.795951,0.038948
0.209393,0.350589
0.382912,0.350805
0.300168,0.053390
0.865832,0.130777
0.700508,0.402234
0.570343,0.384631
0.708596,0.173735
0.775538,0.202939
0.096097,0.223318
0.502417,0.358713
0.323019,0.105053
0.791904,0.209656
0.295954,0.396119
0.315286,0.081992
0.527986,0.038637
0.803674,0.407773
0.106765,0.152574
0.786923,0.233121
0.573717,0.263465
0.521291,0.207134
0.640204,0.162302
0.623989,0.271231
0.982053,0.261597
0.598796,0.292060
0.360212,0.090787
0.575808,0.415421
0.626617,0.068619
0.304152,0.352256
0.437343,0.143695
0.574077,0.291915
0.114514,0.147568
0.836736,0.290726
0.584094,0.296097
0.516088,0.393952
0.204641,0.248785
0.947304,0.121887
0.558414,0.157618
0.622888,0.046234
0.548235,0.207694
0.443264,0.412298
0.651901,0.043453
0.410944,0.368531
0.861428,0.315565
0.666974,0.394406
0.844875,0.316410
0.204880,0.045689
0.280134,0.278565
0.331968,0.120995
0.338299,0.261316
0.218556,0.030535
0.301645,0.063821
0.784639,0.093694
0.572101,0.055697
0.621364,0.213685
0.402310,0.220653
0.117291,0.165987
0.654292,0.456648
0.778938,0.262361
0.419102,0.076297
0.415773,0.174063
0.280938,0.281413
0.619486,0.135673
0.303565,0.061516
0.329026,0.412134
0.322565,0.143827
0.847502,0.214884
0.848778,0.305373
0.421067,0.158461
0.327315,0.371321
0.338748,0.162394
0.855783,0.258068
0.296981,0.413126
0.089994,0.300647
0.075086,0.130492
0.171661,0.090839
0.879711,0.292910
0.439788,0.329868
0.308160,0.203706
0.036382,0.080669
0.770414,0.226471
0.803498,0.081148
0.520423,0.392208
0.338529,0.095294
0.552992,0.308452
0.562749,0.062021
0.656407,0.188090
0.853633,0.202295
0.597150,0.151216
0.699443,0.408219
0.429778,0.045394
0.623684,0.383200
0.620564,0.323765
0.204863,0.340694
0.210832,0.333971
0.431641,0.394648
0.517275,0.382813
0.146059,0.050713
0.848601,0.330727
0.310527,0.089245
0.529032,0.296568
0.415163,0.322563
0.439855,0.247977
0.879187,0.112471
0.636914,0.154963
0.411698,0.181305
0.650931,0.308871
0.400216,0.400032
0.759530,0.230435
0.121233,0.311669
0.845781,0.430508
0.334538,0.077723
0.605339,0.186152
0.086741,0.270458
0.760077,0.234502
0.089316,0.205287
0.601764,0.044855
0.437671,0.316345
0.200685,0.177394
0.212903,0.139290
0.842551,0.173206
0.617334,0.167310
0.326267,0.218237
0.301088,0.084190
0.246054,0.389139
0.966653,0.079990
0.675256,0.404582
0.224620,0.316052
0.106749,0.313921
0.570693,0.244419
0.656324,0.258387
0.126214,0.124248
0.280196,0.390816
0.814350,0.220005
0.586695,0.078790
0.387575,0.367605
0.216968,0.408131
0.271134,0.388634
0.507725,0.159613
0.655989,0.282337
0.330481,0.221960
0.433572,0.411745
0.408391,0.232687
0.443476,0.371221
0.639450,0.410426
0.836788,0.044984
0.712770,0.053350
0.863797,0.246402
0.671027,0.451794
0.779351,0.052892
0.340613,0.223213
0.574666,0.230703
0.438781,0.011558
0.425056,0.353640
0.420466,0.199042
0.653203,0.316663
