hour,day,month,trip_seconds,trip_miles,trip_total,_#NO_CLASS#_
0.395833,0.000000,0.636364,0.101631,0.280000,0.028020,-1
0.333333,0.900000,0.090909,0.071518,0.380000,0.025336,-1
0.572917,0.100000,0.727273,0.109159,1.120000,0.048490,-1
0.333333,0.466667,0.636364,0.033877,0.120000,0.013591,-1
0.322917,0.600000,0.363636,0.033877,0.220000,0.024664,-1
0.072917,0.833333,0.181818,0.018821,0.200000,0.016946,-1
0.489583,0.900000,0.363636,0.026349,0.060000,0.007550,-1
0.406250,0.900000,0.636364,0.094103,0.560000,0.037752,-1
0.218750,0.500000,1.000000,0.086575,0.420000,0.023658,-1
0.458333,0.733333,0.818182,0.086575,0.480000,0.024329,-1
0.562500,0.300000,0.000000,0.026349,0.160000,0.013591,-1
0.489583,0.666667,0.909091,0.063990,0.340000,0.025000,-1
0.552083,0.766667,0.727273,0.041405,0.200000,0.012919,-1
0.218750,0.500000,0.636364,0.207026,3.540000,0.176174,-1
0.385417,0.600000,0.181818,0.048934,0.240000,0.014933,-1
0.572917,0.400000,0.636364,0.033877,0.200000,0.016275,-1
0.760417,0.533333,0.363636,0.063990,0.300000,0.027013,-1
0.500000,0.666667,0.181818,0.026349,0.240000,0.017953,-1
0.479167,0.066667,0.727273,0.033877,0.140000,0.011577,-1
0.531250,0.100000,0.454545,0.154329,1.400000,0.059899,-1
0.125000,0.400000,0.909091,0.048934,0.360000,0.024329,-1
0.395833,0.100000,0.727273,0.086575,0.360000,0.020302,-1
0.458333,1.000000,0.181818,0.011292,0.100000,0.007550,-1
0.114583,0.766667,0.090909,0.109159,0.680000,0.033725,-1
0.562500,0.200000,0.000000,0.124216,0.320000,0.037752,-1
0.114583,0.933333,0.818182,0.063990,0.260000,0.020973,-1
0.510417,0.900000,1.000000,0.063990,0.540000,0.022987,-1
0.156250,0.833333,0.090909,0.033877,0.100000,0.010235,-1
0.312500,0.600000,0.272727,0.101631,0.620000,0.043624,-1
0.114583,0.833333,0.818182,0.026349,0.140000,0.010235,-1
0.104167,0.900000,0.090909,0.063990,0.280000,0.018289,-1
0.531250,0.033333,0.545455,0.154329,0.460000,0.036074,-1
0.302083,0.400000,1.000000,0.011292,0.060000,0.006879,-1
0.104167,0.733333,0.727273,0.011292,0.100000,0.007550,-1
0.479167,0.566667,0.727273,0.056462,0.340000,0.017617,-1
0.166667,0.033333,0.545455,0.033877,0.180000,0.011577,-1
0.322917,0.900000,0.181818,0.116688,0.340000,0.026342,-1
0.312500,0.400000,0.000000,0.417817,4.140000,0.188758,-1
0.197917,0.433333,0.363636,0.048934,0.180000,0.018624,-1
0.250000,0.100000,0.545455,0.086575,0.580000,0.033725,-1
0.614583,0.633333,0.454545,0.184442,1.940000,0.073993,-1
0.114583,0.200000,0.818182,0.056462,0.280000,0.020302,-1
0.333333,0.833333,0.090909,0.063990,0.260000,0.017617,-1
0.572917,0.333333,0.909091,0.018821,0.100000,0.013926,-1
0.625000,0.533333,0.818182,0.146801,1.760000,0.061913,-1
0.760417,0.433333,0.181818,0.131744,1.720000,0.060570,-1
0.479167,0.366667,0.636364,0.041405,0.160000,0.012248,-1
0.197917,0.033333,0.000000,0.079046,0.820000,0.036409,-1
0.281250,0.566667,0.272727,0.063990,0.220000,0.016275,-1
0.520833,0.300000,1.000000,0.086575,0.320000,0.021611,-1
0.197917,0.433333,0.818182,0.056462,0.240000,0.023658,-1
0.291667,0.800000,0.272727,0.063990,0.660000,0.026342,-1
0.364583,0.000000,0.818182,0.056462,0.200000,0.022315,-1
0.104167,1.000000,0.818182,0.515684,3.840000,0.165268,-1
0.510417,0.766667,1.000000,0.071518,0.380000,0.022987,-1
0.447917,0.633333,1.000000,0.041405,0.200000,0.016275,-1
0.593750,0.800000,0.636364,0.048934,0.280000,0.025671,-1
0.302083,0.700000,0.000000,0.041405,0.140000,0.012248,-1
0.447917,0.733333,0.909091,0.033877,0.180000,0.014933,-1
0.197917,0.566667,0.272727,0.071518,0.480000,0.022987,-1
0.156250,0.100000,0.909091,0.086575,0.600000,0.027685,-1
0.322917,0.800000,0.636364,0.079046,0.460000,0.021611,-1
0.541667,0.000000,0.454545,0.146801,0.600000,0.034396,-1
0.229167,0.333333,0.727273,0.063990,0.360000,0.022315,-1
0.677083,0.966667,0.636364,0.191970,3.500000,0.166107,-1
0.635417,1.000000,0.545455,0.071518,0.580000,0.030000,-1
0.593750,0.100000,0.545455,0.161857,3.360000,0.139262,-1
0.510417,0.400000,0.454545,0.041405,0.200000,0.016946,-1
0.583333,0.833333,0.545455,0.124216,0.900000,0.042450,-1
0.291667,0.533333,0.090909,0.033877,0.140000,0.010906,-1
0.093750,0.433333,0.272727,0.026349,0.180000,0.010906,-1
0.510417,0.466667,0.181818,0.071518,0.460000,0.026342,-1
0.260417,0.166667,0.636364,0.048934,0.380000,0.021644,-1
0.437500,0.366667,0.727273,0.372647,3.380000,0.127651,-1
0.541667,0.400000,0.909091,0.606023,3.560000,0.177919,-1
0.541667,0.866667,0.636364,0.116688,1.360000,0.049832,-1
0.552083,0.766667,0.272727,0.026349,0.080000,0.012886,-1
0.093750,0.566667,0.181818,0.161857,2.300000,0.106745,-1
0.395833,0.066667,0.454545,0.086575,0.480000,0.024329,-1
0.479167,0.666667,0.090909,0.033877,0.100000,0.010235,-1
0.677083,0.533333,0.363636,0.033877,0.180000,0.012248,-1
0.572917,0.533333,0.636364,0.026349,0.160000,0.020973,-1
0.520833,0.266667,0.090909,0.026349,0.100000,0.010235,-1
0.427083,0.066667,0.727273,0.048934,0.340000,0.030369,-1
0.531250,0.600000,0.909091,0.033877,0.180000,0.011577,-1
0.427083,0.833333,0.363636,0.026349,0.240000,0.012919,-1
0.552083,0.033333,0.363636,0.041405,0.160000,0.018960,-1
0.093750,0.366667,0.454545,0.048934,0.220000,0.014933,-1
0.458333,0.866667,0.545455,0.071518,0.320000,0.022987,-1
0.489583,0.566667,0.181818,0.131744,1.320000,0.064799,-1
0.260417,0.333333,0.636364,0.011292,0.060000,0.006879,-1
0.447917,0.166667,1.000000,0.109159,0.800000,0.040101,-1
0.364583,0.566667,0.545455,0.086575,0.600000,0.027013,-1
0.072917,0.700000,0.000000,0.018821,0.200000,0.010906,-1
0.125000,0.933333,0.818182,0.026349,0.140000,0.010235,-1
0.802083,0.466667,0.090909,0.063990,0.360000,0.018960,-1
0.520833,0.033333,1.000000,0.041405,0.260000,0.012919,-1
0.208333,0.966667,0.363636,0.116688,0.260000,0.029362,-1
0.552083,0.200000,0.545455,0.176913,0.440000,0.044463,-1
0.708333,0.433333,0.545455,0.139272,1.740000,0.060570,-1
0.125000,0.266667,0.000000,0.033877,0.140000,0.013591,-1
0.468750,0.700000,0.363636,0.289837,1.980000,0.095772,-1
0.281250,0.400000,0.727273,0.109159,1.940000,0.082886,-1
0.270833,0.433333,0.636364,0.063990,0.200000,0.019966,-1
0.583333,0.333333,0.727273,0.041405,0.240000,0.014262,-1
0.531250,0.866667,0.454545,0.086575,0.340000,0.030000,-1
0.718750,0.800000,0.000000,0.063990,0.400000,0.018960,-1
0.083333,0.466667,0.727273,0.026349,0.160000,0.010906,-1
0.562500,0.133333,0.000000,0.041405,0.220000,0.013591,-1
0.333333,0.966667,0.727273,0.041405,0.160000,0.018960,-1
0.760417,0.200000,0.454545,0.048934,0.120000,0.018960,-1
0.250000,0.400000,1.000000,0.071518,0.440000,0.021611,-1
0.312500,0.800000,0.545455,0.094103,0.420000,0.023658,-1
0.197917,0.600000,0.909091,0.033877,0.180000,0.011577,-1
0.281250,0.666667,0.272727,0.063990,1.040000,0.037081,-1
0.510417,1.000000,0.545455,0.319950,2.860000,0.127483,-1
0.166667,0.033333,0.272727,0.071518,0.320000,0.026342,-1
0.270833,0.900000,0.090909,0.033877,0.280000,0.016946,-1
0.562500,0.600000,1.000000,0.033877,0.160000,0.016611,-1
0.208333,0.066667,1.000000,0.041405,0.340000,0.016946,-1
0.062500,0.100000,0.090909,0.041405,0.280000,0.018289,-1
0.520833,0.800000,0.000000,0.048934,0.260000,0.016275,-1
0.114583,0.833333,0.363636,0.056462,0.240000,0.014933,-1
0.395833,0.833333,0.090909,0.026349,0.160000,0.010235,-1
0.427083,0.833333,0.454545,0.094103,0.380000,0.029698,-1
0.239583,0.633333,0.454545,0.101631,1.040000,0.045805,-1
0.385417,0.633333,0.454545,0.041405,0.100000,0.010906,-1
0.520833,0.000000,0.090909,0.018821,0.060000,0.012584,-1
0.218750,0.433333,0.272727,0.191970,3.460000,0.141678,-1
0.156250,0.733333,0.000000,0.176913,1.100000,0.058725,-1
0.479167,0.533333,0.909091,0.048934,0.360000,0.016946,-1
0.406250,0.000000,0.818182,0.319950,2.520000,0.096812,-1
0.250000,0.466667,1.000000,0.079046,0.460000,0.029027,-1
0.447917,0.700000,0.454545,0.011292,0.100000,0.020973,-1
0.406250,0.333333,0.545455,0.109159,0.460000,0.036409,-1
0.145833,0.333333,1.000000,0.086575,0.360000,0.021611,-1
0.562500,0.933333,0.909091,0.063990,0.440000,0.030369,-1
0.458333,0.433333,0.909091,0.116688,0.820000,0.036409,-1
0.604167,0.233333,0.818182,0.086575,0.760000,0.033725,-1
0.520833,0.200000,0.272727,0.026349,0.120000,0.012886,-1
0.489583,0.566667,0.090909,0.033877,0.180000,0.014933,-1
0.093750,0.166667,0.090909,0.116688,1.140000,0.049161,-1
0.375000,0.666667,0.818182,0.026349,0.120000,0.015604,-1
0.531250,0.133333,0.545455,0.154329,0.400000,0.032383,-1
0.364583,0.466667,0.727273,0.094103,0.580000,0.033725,-1
0.395833,0.433333,0.909091,0.056462,0.260000,0.021309,-1
0.135417,0.566667,0.090909,0.079046,0.280000,0.025000,-1
0.156250,0.033333,0.000000,0.071518,0.480000,0.031040,-1
0.114583,0.033333,0.363636,0.222083,3.000000,0.115604,-1
0.614583,0.333333,0.272727,0.056462,0.180000,0.025000,-1
0.406250,0.466667,0.181818,0.109159,0.900000,0.036409,-1
0.458333,0.166667,0.363636,0.011292,0.080000,0.006879,-1
0.531250,0.766667,0.909091,0.056462,0.200000,0.025000,-1
0.416667,0.766667,0.000000,0.026349,0.120000,0.016242,-1
0.208333,0.766667,0.000000,0.086575,0.880000,0.033054,-1
0.458333,0.733333,0.909091,0.086575,0.600000,0.039094,-1
0.375000,0.233333,0.545455,0.086575,1.120000,0.041107,-1
0.520833,0.433333,0.000000,0.041405,0.140000,0.014262,-1
0.479167,0.333333,0.727273,0.026349,0.180000,0.014933,-1
0.489583,0.366667,0.636364,0.282309,3.660000,0.129698,-1
0.364583,0.666667,0.181818,0.026349,0.200000,0.028356,-1
0.583333,0.033333,0.909091,0.116688,1.900000,0.066611,-1
0.635417,0.500000,0.363636,0.079046,0.520000,0.027685,-1
0.583333,0.866667,0.909091,0.018821,0.080000,0.010906,-1
0.583333,0.900000,0.272727,0.033877,0.160000,0.020973,-1
0.385417,0.533333,0.000000,0.191970,0.760000,0.048826,-1
0.229167,0.333333,0.090909,0.048934,0.240000,0.014933,-1
0.656250,0.766667,0.545455,0.041405,0.260000,0.018289,-1
