hour,day,month,trip_seconds,trip_miles,trip_total,_#NO_CLASS#_
0.166667,0.633333,0.181818,0.304893,3.440000,0.148826,-1
0.343750,0.700000,0.636364,0.079046,0.420000,0.029027,-1
0.593750,0.633333,0.181818,0.033877,0.200000,0.017617,-1
0.406250,0.966667,1.000000,0.124216,0.820000,0.035067,-1
0.656250,0.800000,0.272727,0.026349,0.120000,0.009564,-1
0.708333,0.333333,1.000000,0.018821,0.080000,0.010906,-1
0.125000,0.566667,0.909091,0.116688,0.960000,0.042450,-1
0.479167,0.333333,1.000000,0.101631,0.440000,0.032383,-1
0.177083,0.800000,0.090909,0.094103,0.360000,0.029027,-1
0.239583,0.900000,0.727273,0.079046,0.340000,0.026342,-1
0.604167,0.333333,0.090909,0.071518,0.300000,0.020973,-1
0.270833,0.233333,0.363636,0.086575,0.360000,0.020973,-1
0.479167,0.566667,0.090909,0.139272,0.780000,0.033725,-1
0.406250,1.000000,0.363636,0.048934,0.160000,0.014262,-1
0.718750,0.433333,0.181818,0.041405,0.320000,0.020906,-1
0.125000,0.600000,0.363636,0.124216,1.220000,0.059732,-1
0.479167,0.600000,0.545455,0.079046,0.760000,0.030369,-1
0.729167,0.600000,0.363636,0.056462,0.360000,0.022651,-1
0.531250,0.400000,0.363636,0.161857,1.220000,0.057886,-1
0.635417,0.533333,0.272727,0.048934,0.320000,0.019631,-1
0.156250,0.233333,0.818182,0.086575,0.340000,0.020973,-1
0.312500,0.166667,0.181818,0.086575,0.600000,0.025671,-1
0.677083,0.266667,0.545455,0.026349,0.220000,0.018960,-1
0.291667,0.066667,1.000000,0.109159,0.480000,0.035403,-1
0.437500,0.533333,0.636364,0.109159,0.420000,0.029027,-1
0.697917,0.333333,0.454545,0.033877,0.260000,0.028691,-1
0.958333,0.000000,0.636364,0.094103,0.500000,0.024329,-1
0.250000,0.733333,0.818182,0.124216,1.260000,0.057886,-1
0.489583,0.666667,0.454545,0.041405,0.180000,0.015604,-1
0.187500,0.266667,0.545455,0.380176,3.420000,0.129027,-1
0.343750,0.066667,0.181818,0.079046,0.300000,0.025671,-1
0.895833,1.000000,0.818182,0.079046,0.480000,0.030369,-1
0.572917,0.200000,0.181818,0.244668,1.140000,0.069128,-1
0.572917,0.000000,0.363636,0.048934,0.240000,0.020973,-1
0.562500,1.000000,0.545455,0.033877,0.100000,0.009564,-1
0.468750,0.633333,0.272727,0.297365,2.560000,0.099497,-1
0.416667,0.200000,0.636364,0.071518,0.320000,0.031711,-1
0.562500,0.566667,1.000000,0.026349,0.120000,0.008893,-1
0.395833,0.600000,0.636364,0.327478,0.520000,0.061242,-1
0.510417,0.033333,0.454545,0.041405,0.200000,0.018960,-1
