hour,day,month,trip_seconds,trip_miles,trip_total,_#NO_CLASS#_
0.135417,0.233333,0.090909,0.048934,0.340000,0.020973,-1
0.260417,0.466667,0.363636,0.244668,3.420000,0.119631,-1
0.781250,0.133333,0.909091,0.079046,0.160000,0.018960,-1
0.270833,0.233333,0.636364,0.041405,0.180000,0.012919,-1
0.166667,0.533333,0.181818,0.109159,0.840000,0.041107,-1
0.552083,0.700000,0.818182,0.026349,0.100000,0.016779,-1
0.343750,0.433333,0.909091,0.056462,0.220000,0.016275,-1
0.093750,0.533333,0.545455,0.026349,0.140000,0.009530,-1
0.218750,0.433333,0.727273,0.003764,0.040000,0.009564,-1
0.135417,0.400000,0.090909,0.033877,0.120000,0.010906,-1
0.687500,0.633333,1.000000,0.026349,0.100000,0.012248,-1
0.625000,0.566667,0.363636,0.048934,0.240000,0.020638,-1
0.687500,0.266667,0.454545,0.086575,0.880000,0.035067,-1
0.614583,0.666667,0.818182,0.101631,0.700000,0.031040,-1
0.166667,0.466667,0.181818,0.026349,0.100000,0.009530,-1
0.104167,0.066667,0.090909,0.056462,0.240000,0.014933,-1
0.208333,0.733333,0.909091,0.063990,0.460000,0.020973,-1
0.625000,0.133333,0.909091,0.018821,0.100000,0.020973,-1
0.802083,0.600000,0.454545,0.041405,0.220000,0.012919,-1
0.687500,0.400000,0.363636,0.101631,1.080000,0.039765,-1
0.645833,0.000000,1.000000,0.063990,0.320000,0.028523,-1
0.052083,0.833333,0.090909,0.079046,0.580000,0.024966,-1
0.250000,0.066667,0.727273,0.169385,3.400000,0.146174,-1
0.208333,0.833333,0.181818,0.048934,0.240000,0.018289,-1
0.104167,0.833333,0.727273,0.033877,0.240000,0.012919,-1
0.802083,0.700000,0.272727,0.184442,1.520000,0.067953,-1
0.802083,0.933333,0.000000,0.048934,0.420000,0.020973,-1
0.843750,0.666667,1.000000,0.086575,0.940000,0.036409,-1
0.843750,0.766667,0.000000,0.018821,0.140000,0.008893,-1
0.468750,0.866667,0.000000,0.033877,0.180000,0.014262,-1
0.145833,0.633333,0.636364,0.041405,0.160000,0.012248,-1
0.260417,0.500000,0.909091,0.071518,0.360000,0.022987,-1
0.125000,0.966667,0.818182,0.319950,3.420000,0.130369,-1
0.739583,0.233333,0.090909,0.063990,0.500000,0.021611,-1
0.385417,0.833333,0.454545,0.447930,3.560000,0.165000,-1
0.677083,0.666667,0.272727,0.048934,0.680000,0.036913,-1
0.041667,0.900000,0.000000,0.026349,0.140000,0.009530,-1
0.135417,0.500000,0.454545,0.116688,0.820000,0.051174,-1
0.697917,0.900000,0.363636,0.146801,0.960000,0.043792,-1
0.166667,0.366667,0.909091,0.033877,0.160000,0.010906,-1
0.625000,0.266667,0.727273,0.146801,1.260000,0.048490,-1
0.145833,0.733333,0.636364,0.048934,0.300000,0.016275,-1
0.635417,0.533333,0.090909,0.094103,0.720000,0.034396,-1
0.687500,0.833333,0.727273,0.063990,0.740000,0.029698,-1
0.885417,0.133333,1.000000,0.018821,0.080000,0.016946,-1
0.270833,0.833333,0.636364,0.033877,0.140000,0.011577,-1
0.729167,0.300000,0.000000,0.094103,0.880000,0.038423,-1
0.708333,0.666667,0.636364,0.214555,3.800000,0.124295,-1
0.708333,0.866667,0.545455,0.079046,1.100000,0.041779,-1
0.312500,0.100000,0.636364,0.056462,0.020000,0.013423,-1
0.395833,0.600000,0.545455,0.011292,0.000000,0.006208,-1
0.166667,0.366667,0.636364,0.214555,2.900000,0.125570,-1
0.229167,0.900000,0.636364,0.048934,0.280000,0.016946,-1
0.177083,0.033333,0.727273,0.048934,0.180000,0.019295,-1
0.895833,0.966667,0.909091,0.018821,0.120000,0.008893,-1
0.104167,0.133333,0.000000,0.056462,0.320000,0.016946,-1
0.677083,0.600000,0.181818,0.086575,0.880000,0.037081,-1
0.333333,0.000000,1.000000,0.041405,0.360000,0.022987,-1
0.187500,0.666667,0.909091,0.319950,3.300000,0.122315,-1
0.750000,0.566667,0.909091,0.018821,0.200000,0.014262,-1
0.187500,0.366667,0.272727,0.041405,0.580000,0.027013,-1
0.593750,0.833333,0.454545,0.094103,0.360000,0.031678,-1
0.812500,0.600000,0.727273,0.048934,0.160000,0.020638,-1
0.697917,0.800000,0.727273,0.124216,0.720000,0.039765,-1
0.156250,0.766667,0.818182,0.071518,0.180000,0.016275,-1
0.187500,0.233333,0.000000,0.041405,0.220000,0.013591,-1
0.781250,0.800000,0.545455,0.063990,0.280000,0.023322,-1
0.770833,0.900000,0.090909,0.116688,0.580000,0.035738,-1
0.208333,0.466667,0.636364,0.222083,2.620000,0.104866,-1
0.604167,0.866667,0.545455,0.146801,0.460000,0.041946,-1
0.208333,0.733333,0.727273,0.056462,0.300000,0.016946,-1
0.760417,0.266667,0.727273,0.056462,0.480000,0.021611,-1
0.572917,0.666667,0.727273,0.094103,0.460000,0.022987,-1
0.156250,0.333333,1.000000,0.086575,0.140000,0.018289,-1
0.854167,0.933333,0.363636,0.109159,0.900000,0.035738,-1
0.062500,0.433333,0.363636,0.048934,0.320000,0.016946,-1
0.729167,0.933333,0.545455,0.063990,0.760000,0.031711,-1
0.187500,0.466667,0.181818,0.184442,3.540000,0.125000,-1
0.125000,0.300000,0.727273,0.094103,0.360000,0.023658,-1
0.218750,0.133333,0.909091,0.056462,0.240000,0.014933,-1
0.322917,0.966667,0.636364,0.033877,0.260000,0.013591,-1
0.781250,0.766667,0.545455,0.094103,0.340000,0.032718,-1
0.760417,0.833333,0.727273,0.018821,0.100000,0.013255,-1
0.145833,0.700000,0.363636,0.048934,0.120000,0.012248,-1
0.125000,0.333333,0.363636,0.056462,0.200000,0.014262,-1
0.437500,0.033333,0.545455,0.063990,0.140000,0.014933,-1
0.593750,0.000000,1.000000,0.071518,0.420000,0.020973,-1
0.291667,0.633333,0.818182,0.207026,3.400000,0.166107,-1
0.833333,0.033333,0.909091,0.048934,0.280000,0.021812,-1
0.229167,0.366667,0.909091,0.041405,0.260000,0.014262,-1
0.145833,0.533333,0.000000,0.026349,0.220000,0.012248,-1
0.802083,0.966667,1.000000,0.026349,0.160000,0.015940,-1
0.250000,0.266667,0.636364,0.033877,0.180000,0.020638,-1
0.250000,0.700000,0.545455,0.018821,0.080000,0.008221,-1
0.906250,0.566667,0.818182,0.048934,0.340000,0.015604,-1
0.635417,0.333333,0.181818,0.139272,1.240000,0.047819,-1
0.281250,0.100000,0.636364,0.033877,0.120000,0.010235,-1
