hour,day,month,trip_seconds,trip_miles,trip_total,_#NO_CLASS#_
0.947917,0.466667,0.636364,0.079046,0.040000,0.027685,-1
0.739583,0.733333,0.363636,0.048934,0.020000,0.018289,-1
0.187500,0.933333,0.818182,0.146801,0.020000,0.030369,-1
0.885417,0.800000,0.272727,0.041405,0.000000,0.026342,-1
0.572917,0.066667,0.636364,0.048934,0.000000,0.018289,-1
0.666667,0.433333,1.000000,0.071518,0.020000,0.026342,-1
0.458333,0.966667,0.363636,0.101631,0.020000,0.024329,-1
0.729167,0.733333,1.000000,0.109159,0.060000,0.043792,-1
0.968750,0.633333,0.454545,0.011292,0.000000,0.008221,-1
0.833333,0.233333,0.181818,0.101631,0.060000,0.064765,-1
0.739583,0.333333,0.545455,0.026349,0.000000,0.010235,-1
0.770833,0.166667,0.909091,0.026349,0.000000,0.014262,-1
0.916667,0.933333,1.000000,0.018821,0.000000,0.014262,-1
0.645833,0.000000,0.545455,0.026349,0.000000,0.010067,-1
0.552083,0.166667,0.090909,0.003764,0.000000,0.004866,-1
0.927083,0.900000,0.818182,0.026349,0.000000,0.012919,-1
0.541667,0.833333,0.000000,0.365119,0.180000,0.178859,-1
0.760417,0.900000,0.909091,0.026349,0.000000,0.014262,-1
0.718750,0.000000,0.090909,0.094103,0.020000,0.037752,-1
0.614583,0.066667,0.545455,0.207026,0.240000,0.163926,-1
0.510417,0.666667,0.090909,0.048934,0.020000,0.023658,-1
0.291667,0.366667,0.909091,0.139272,0.060000,0.049161,-1
0.583333,0.166667,0.181818,0.041405,0.000000,0.012248,-1
0.135417,0.866667,0.545455,0.109159,0.060000,0.058725,-1
0.437500,0.400000,0.363636,0.425345,0.180000,0.124329,-1
0.604167,0.300000,1.000000,0.116688,0.020000,0.031040,-1
0.166667,0.066667,0.272727,0.109159,0.060000,0.042450,-1
0.968750,0.866667,0.909091,0.063990,0.040000,0.031040,-1
0.604167,0.033333,0.000000,0.041405,0.000000,0.015101,-1
0.291667,0.233333,1.000000,0.056462,0.000000,0.020973,-1
0.947917,0.766667,0.000000,0.063990,0.020000,0.018960,-1
0.416667,0.800000,0.000000,0.026349,0.000000,0.009564,-1
0.468750,0.333333,0.727273,0.079046,0.020000,0.020302,-1
0.531250,0.800000,0.090909,0.063990,0.000000,0.019295,-1
0.875000,0.200000,0.272727,0.094103,0.040000,0.033054,-1
0.927083,0.700000,0.545455,0.033877,0.000000,0.020973,-1
0.510417,0.800000,0.090909,0.048934,0.000000,0.020302,-1
0.333333,0.000000,0.181818,0.041405,0.000000,0.014262,-1
0.416667,0.966667,1.000000,0.033877,0.000000,0.015940,-1
0.770833,0.000000,0.818182,0.041405,0.000000,0.025000,-1
0.677083,0.300000,0.181818,0.026349,0.000000,0.019295,-1
0.437500,0.100000,1.000000,0.071518,0.000000,0.016946,-1
0.864583,0.166667,0.454545,0.086575,0.020000,0.037752,-1
0.468750,0.600000,0.272727,0.357591,0.240000,0.142450,-1
0.447917,0.333333,0.272727,0.101631,0.020000,0.029698,-1
0.729167,0.766667,0.636364,0.033877,0.000000,0.018960,-1
0.166667,0.566667,0.727273,0.041405,0.000000,0.032215,-1
0.822917,0.366667,0.181818,0.124216,0.040000,0.050336,-1
0.062500,0.900000,0.000000,0.101631,0.080000,0.053188,-1
0.302083,0.433333,0.727273,0.109159,0.120000,0.081040,-1
0.656250,0.300000,0.818182,0.071518,0.020000,0.027685,-1
0.437500,0.066667,0.090909,0.048934,0.000000,0.026846,-1
0.614583,0.700000,0.272727,0.056462,0.020000,0.019295,-1
0.437500,0.500000,0.636364,0.026349,0.000000,0.009564,-1
0.229167,0.133333,0.272727,0.048934,0.000000,0.028523,-1
0.822917,0.666667,1.000000,0.094103,0.060000,0.049832,-1
0.916667,0.233333,0.363636,0.101631,0.040000,0.035235,-1
0.447917,0.833333,0.727273,0.101631,0.020000,0.033725,-1
0.666667,0.133333,0.363636,0.289837,0.140000,0.101846,-1
0.458333,0.233333,0.090909,0.026349,0.000000,0.014262,-1
0.802083,1.000000,1.000000,0.207026,0.060000,0.055201,-1
0.625000,0.600000,0.454545,0.041405,0.000000,0.015101,-1
0.229167,0.633333,0.272727,0.101631,0.020000,0.033054,-1
0.218750,0.566667,0.181818,0.041405,0.020000,0.019295,-1
0.666667,0.900000,0.181818,0.079046,0.040000,0.036074,-1
0.218750,0.566667,0.090909,0.079046,0.040000,0.033389,-1
0.375000,0.966667,0.272727,0.094103,0.020000,0.039430,-1
0.937500,1.000000,1.000000,0.033877,0.000000,0.012919,-1
0.197917,0.800000,0.454545,0.041405,0.000000,0.014933,-1
0.791667,0.200000,0.090909,0.101631,0.020000,0.042785,-1
0.864583,0.700000,0.272727,0.116688,0.040000,0.039094,-1
0.885417,0.833333,0.454545,0.041405,0.000000,0.016611,-1
0.687500,0.300000,0.909091,0.116688,0.020000,0.035235,-1
0.270833,0.633333,0.090909,0.041405,0.020000,0.018456,-1
0.812500,0.666667,0.272727,0.131744,0.040000,0.056208,-1
0.812500,0.200000,0.181818,0.026349,0.000000,0.009228,-1
0.604167,0.366667,0.272727,0.267252,0.220000,0.125000,-1
0.364583,0.400000,0.181818,0.440402,0.220000,0.167785,-1
0.322917,0.366667,0.272727,0.131744,0.080000,0.054530,-1
0.979167,0.333333,1.000000,0.176913,0.220000,0.125671,-1
0.770833,0.366667,0.636364,0.146801,0.040000,0.051007,-1
0.875000,0.400000,0.090909,0.124216,0.100000,0.087919,-1
0.010417,0.166667,0.727273,0.063990,0.020000,0.029698,-1
0.833333,0.266667,0.818182,0.139272,0.060000,0.054698,-1
0.187500,0.666667,0.727273,0.176913,0.100000,0.066611,-1
0.927083,1.000000,1.000000,0.094103,0.020000,0.030369,-1
0.364583,0.733333,0.000000,0.026349,0.000000,0.015940,-1
0.156250,0.233333,0.727273,0.048934,0.000000,0.018289,-1
0.208333,0.733333,0.363636,0.086575,0.020000,0.034564,-1
0.635417,0.466667,0.545455,0.146801,0.000000,0.074664,-1
0.906250,0.533333,0.545455,0.124216,0.060000,0.045805,-1
0.875000,0.433333,0.090909,0.041405,0.020000,0.019631,-1
0.354167,0.933333,1.000000,0.011292,0.000000,0.014597,-1
0.729167,0.400000,0.636364,0.282309,0.220000,0.208221,-1
0.843750,0.966667,0.000000,0.071518,0.020000,0.038591,-1
0.739583,0.266667,0.363636,0.041405,0.000000,0.016946,-1
0.635417,0.166667,0.818182,0.063990,0.000000,0.023658,-1
0.468750,0.866667,0.090909,0.116688,0.020000,0.033054,-1
0.218750,0.133333,0.181818,0.071518,0.000000,0.016275,-1
0.989583,0.666667,0.181818,0.041405,0.020000,0.022315,-1
0.395833,0.800000,0.363636,0.041405,0.000000,0.016275,-1
0.510417,0.000000,1.000000,0.048934,0.020000,0.016275,-1
0.166667,0.633333,0.818182,0.289837,0.080000,0.084396,-1
0.218750,0.533333,0.272727,0.109159,0.020000,0.025671,-1
0.250000,0.700000,0.727273,0.056462,0.000000,0.019631,-1
0.656250,0.133333,0.727273,0.033877,0.000000,0.016946,-1
0.375000,0.733333,0.090909,0.056462,0.000000,0.021644,-1
0.739583,0.533333,0.545455,0.139272,0.060000,0.046812,-1
0.562500,0.933333,0.000000,0.018821,0.000000,0.008389,-1
0.281250,0.633333,0.272727,0.041405,0.000000,0.022651,-1
0.635417,0.266667,0.000000,0.101631,0.040000,0.033054,-1
0.468750,0.666667,0.090909,0.079046,0.000000,0.022315,-1
0.656250,0.433333,0.272727,0.071518,0.020000,0.028523,-1
0.416667,0.833333,0.000000,0.176913,0.200000,0.139765,-1
0.375000,0.466667,0.727273,0.018821,0.000000,0.012919,-1
0.187500,0.600000,0.181818,0.079046,0.000000,0.016946,-1
0.666667,0.633333,0.545455,0.410289,0.200000,0.142450,-1
0.270833,0.500000,0.363636,0.063990,0.020000,0.019631,-1
0.718750,0.366667,0.181818,0.063990,0.000000,0.030201,-1
0.875000,0.266667,1.000000,0.048934,0.020000,0.020973,-1
0.395833,0.233333,0.090909,0.003764,0.000000,0.005872,-1
0.239583,0.733333,0.181818,0.026349,0.000000,0.009228,-1
0.322917,0.500000,0.636364,0.063990,0.000000,0.020973,-1
0.395833,0.800000,0.545455,0.124216,0.040000,0.040436,-1
0.677083,0.266667,0.181818,0.139272,0.080000,0.065940,-1
0.802083,0.733333,0.818182,0.056462,0.020000,0.037416,-1
0.947917,0.266667,0.363636,0.139272,0.060000,0.051174,-1
0.302083,0.566667,0.727273,0.131744,0.020000,0.034396,-1
0.635417,0.433333,0.454545,0.267252,0.220000,0.148826,-1
0.812500,0.000000,0.363636,0.131744,0.060000,0.042450,-1
0.322917,0.100000,0.818182,0.063990,0.000000,0.017617,-1
0.552083,0.100000,0.181818,0.222083,0.060000,0.050503,-1
0.895833,0.533333,0.636364,0.048934,0.040000,0.034732,-1
0.854167,0.433333,1.000000,0.041405,0.020000,0.020302,-1
0.427083,0.366667,0.000000,0.063990,0.000000,0.016275,-1
0.250000,0.733333,0.636364,0.071518,0.020000,0.020973,-1
0.937500,0.900000,0.272727,0.033877,0.000000,0.013423,-1
0.479167,0.033333,0.727273,0.071518,0.000000,0.035235,-1
0.458333,0.433333,0.363636,0.071518,0.000000,0.024329,-1
0.843750,0.700000,0.636364,0.079046,0.020000,0.031711,-1
0.468750,0.266667,0.090909,0.094103,0.040000,0.049832,-1
0.354167,0.966667,0.000000,0.222083,0.220000,0.175503,-1
0.000000,0.633333,0.181818,0.018821,0.000000,0.008389,-1
0.520833,0.400000,0.818182,0.086575,0.040000,0.030369,-1
0.395833,0.966667,0.181818,0.033877,0.000000,0.010906,-1
0.822917,0.366667,1.000000,0.101631,0.040000,0.040436,-1
0.145833,0.033333,0.272727,0.048934,0.000000,0.011577,-1
0.885417,0.833333,0.636364,0.026349,0.000000,0.011577,-1
0.781250,0.066667,0.000000,0.041405,0.000000,0.025671,-1
0.135417,0.600000,0.818182,0.207026,0.160000,0.112584,-1
0.416667,0.166667,0.181818,0.094103,0.020000,0.027685,-1
0.458333,0.766667,0.181818,0.259724,0.160000,1.003859,-1
0.791667,0.766667,0.636364,0.101631,0.040000,0.038591,-1
0.812500,0.000000,0.727273,0.071518,0.020000,0.026342,-1
0.687500,0.266667,0.545455,0.094103,0.080000,0.055201,-1
0.333333,0.466667,0.636364,0.124216,0.040000,0.050503,-1
0.885417,0.066667,1.000000,0.003764,0.000000,0.008893,-1
0.427083,0.100000,0.090909,0.079046,0.020000,0.028356,-1
0.656250,0.666667,0.636364,0.026349,0.000000,0.011745,-1
0.197917,0.233333,0.909091,0.026349,0.020000,0.020302,-1
0.635417,1.000000,0.181818,0.026349,0.000000,0.016779,-1
0.739583,0.233333,0.818182,0.071518,0.020000,0.034899,-1
0.541667,0.600000,0.818182,0.056462,0.000000,0.019631,-1
0.312500,0.733333,0.090909,0.139272,0.200000,0.160403,-1
0.239583,0.633333,0.090909,0.041405,0.000000,0.013423,-1
0.947917,0.500000,0.818182,0.033877,0.000000,0.022315,-1
0.260417,0.100000,0.818182,0.116688,0.020000,0.048322,-1
0.864583,0.033333,0.363636,0.063990,0.020000,0.018322,-1
0.739583,0.000000,0.636364,0.026349,0.000000,0.018289,-1
0.281250,0.733333,0.363636,0.018821,0.000000,0.007550,-1
0.322917,0.733333,0.727273,0.063990,0.020000,0.027013,-1
0.354167,0.700000,0.818182,0.011292,0.000000,0.006711,-1
