id,Label,Number_Points,trip_seconds,trip_miles
0,0,43,0.170484,0.172628
1,1,1006,0.048048,0.014089
2,2,2772,0.029755,0.010981
3,3,237,0.069826,0.049004
4,4,1370,0.013289,0.006176
5,5,208,0.051523,0.047409
6,6,359,0.068521,0.028618
7,7,705,0.050193,0.027357
8,8,77,0.111155,0.171818
9,9,18,0.130604,0.070333
10,10,271,0.033821,0.025819
11,11,36,0.207881,0.171528
12,12,9,0.288777,0.171889
13,13,121,0.089625,0.048868
14,14,76,0.090226,0.070513
15,15,14,0.149660,0.189357
16,16,22,0.148553,0.149727
17,17,196,0.067567,0.014643
18,18,104,0.088539,0.030904
19,19,21,0.149779,0.130429
20,20,78,0.130968,0.172833
21,21,7,0.308271,0.173429
22,22,21,0.113021,0.150714
23,23,50,0.149674,0.170640
24,24,32,0.231673,0.172969
25,25,13,0.126663,0.032077
26,26,15,0.167920,0.129600
27,27,40,0.087218,0.014500
28,28,4,0.092732,0.146250
29,29,5,0.152882,0.210200
30,30,4,0.012531,0.045000
31,31,1,0.167920,0.253000
32,32,104,0.071766,0.068750
33,33,20,0.250627,0.171800
34,34,56,0.090047,0.088286
35,35,9,0.128933,0.187778
36,36,28,0.073577,0.085750
37,37,4,0.209273,0.129250
38,38,23,0.054157,0.066913
39,39,3,0.047619,0.089667
40,40,42,0.129490,0.130619
41,41,2,0.308271,0.264000
42,42,1,0.243108,0.128000
43,43,2,0.248120,0.033500
44,44,17,0.093322,0.109471
45,45,6,0.047619,0.105667
46,46,36,0.128376,0.149278
47,47,3,0.072682,0.129000
48,48,1,0.303258,0.136000
49,49,2,0.408521,0.171000
50,50,1,0.218045,0.332000
51,51,7,0.169352,0.068429
52,52,15,0.169256,0.150200
53,53,8,0.190476,0.132125
54,54,12,0.132414,0.089417
55,55,3,0.365079,0.183667
56,56,1,4.263158,0.019000
57,57,3,0.331662,0.171000
58,58,44,0.110276,0.130750
59,59,32,0.109179,0.070375
60,60,2,0.170426,0.181500
61,61,11,0.271360,0.173909
62,62,1,0.132832,0.429000
63,63,30,0.107602,0.048333
64,64,43,0.108469,0.031279
65,65,26,0.110854,0.107500
66,66,4,0.165414,0.088250
67,67,12,0.012949,0.027083
68,68,4,0.162907,0.055750
69,69,5,0.149875,0.051000
70,70,3,0.187970,0.048333
71,71,5,0.169925,0.111200
72,72,2,0.130326,0.009000
73,73,6,0.189641,0.111167
74,74,6,0.030075,0.068500
75,75,2,0.007519,0.071500
76,76,31,0.189910,0.172677
77,77,1,1.646617,0.000000
78,78,24,0.130326,0.049125
79,79,18,0.092732,0.128389
80,80,3,0.228070,0.094000
81,81,8,0.146617,0.089500
82,82,13,0.035666,0.046154
83,83,8,0.151629,0.033250
