id,Label,Number_Points,trip_seconds,trip_miles
0,0,341,0.067846,0.014909
1,1,1560,0.048005,0.013908
2,2,165,0.070069,0.048558
3,3,3361,0.029757,0.010561
4,4,1690,0.012958,0.005733
5,5,527,0.069029,0.027438
6,6,636,0.050417,0.025555
7,7,42,0.131281,0.173833
8,8,45,0.107881,0.068844
9,9,58,0.088065,0.014690
10,10,66,0.108225,0.029621
11,11,3,0.273183,0.207667
12,12,37,0.089210,0.088162
13,13,116,0.050860,0.046198
14,14,1,0.343358,0.192000
15,15,183,0.087856,0.029525
16,16,29,0.250194,0.173552
17,17,2,0.411028,0.176000
18,18,58,0.071213,0.068224
19,19,21,0.110395,0.109048
20,20,65,0.089416,0.069892
21,21,5,0.190977,0.095600
22,22,10,0.212030,0.148500
23,23,51,0.109342,0.051902
24,24,15,0.211028,0.127800
25,25,10,0.151378,0.148700
26,26,9,0.188527,0.183000
27,27,23,0.054375,0.068087
28,28,22,0.130554,0.050545
29,29,37,0.113053,0.171486
30,30,5,0.168922,0.086000
31,31,31,0.149648,0.130677
32,32,103,0.090055,0.049252
33,33,31,0.109548,0.087548
34,34,12,0.167084,0.132500
35,35,19,0.072946,0.085263
36,36,15,0.149206,0.050067
37,37,3,0.146199,0.227667
38,38,25,0.130426,0.111560
39,39,53,0.190713,0.172830
40,40,19,0.307743,0.174263
41,41,20,0.111529,0.129000
42,42,23,0.150485,0.086783
43,43,20,0.271679,0.174650
44,44,21,0.129968,0.087857
45,45,2,0.172932,0.273000
46,46,7,0.152166,0.032143
47,47,17,0.151408,0.070824
48,48,5,0.351378,0.174600
49,49,182,0.033931,0.025055
50,50,11,0.150604,0.110182
51,51,3,0.211362,0.203667
52,52,13,0.108155,0.016077
53,53,8,0.167920,0.071250
54,54,45,0.229518,0.174644
55,55,43,0.171533,0.173279
56,56,54,0.209041,0.174037
57,57,1,0.127820,0.226000
58,58,1,0.017544,0.168000
59,59,2,0.245614,0.075000
60,60,8,0.248120,0.183375
61,61,8,0.191103,0.111875
62,62,6,0.016708,0.024833
63,63,9,0.169591,0.184889
64,64,25,0.128221,0.070880
65,65,12,0.291145,0.173000
66,66,17,0.169099,0.147294
67,67,1,4.979950,0.015000
68,68,9,0.330549,0.175000
69,69,29,0.131276,0.128138
70,70,6,0.192982,0.074333
71,71,1,0.203008,0.264000
72,72,19,0.034428,0.044579
73,73,1,0.308271,0.235000
74,74,44,0.150946,0.174636
75,75,18,0.129212,0.032056
76,76,1,0.343358,0.264000
77,77,12,0.152882,0.185500
78,78,2,0.225564,0.213500
79,79,1,0.313283,0.137000
80,80,23,0.094693,0.108739
81,81,2,0.233083,0.093000
82,82,1,0.318296,0.102000
83,83,11,0.131009,0.145818
84,84,14,0.228070,0.186857
85,85,2,0.265664,0.097500
86,86,1,0.308271,0.146000
87,87,3,0.191312,0.263667
88,88,6,0.095238,0.128333
89,89,1,0.428571,0.308000
90,90,3,0.251462,0.131667
91,91,6,0.250627,0.148167
92,92,7,0.114214,0.185429
93,93,5,0.188972,0.143600
94,94,10,0.129323,0.185700
95,95,2,0.270677,0.108000
96,96,2,0.192982,0.214000
97,97,7,0.229502,0.148143
98,98,2,0.370927,0.172500
99,99,5,0.210025,0.088600
100,100,3,0.096074,0.150667
101,101,9,0.209691,0.186222
102,102,10,0.167920,0.109300
103,103,4,0.268170,0.151000
104,104,1,0.428571,0.181000
105,105,2,0.243108,0.203500
106,106,3,0.182957,0.055000
107,107,10,0.190977,0.132300
108,108,3,0.256475,0.114333
109,109,4,0.388471,0.176250
110,110,1,0.323308,0.209000
111,111,14,0.111708,0.148857
112,112,1,0.182957,0.038000
113,113,2,0.077694,0.101000
114,114,6,0.269841,0.184833
115,115,3,0.209691,0.109667
116,116,1,1.075188,0.000000
117,117,2,0.365915,0.149500
118,118,5,0.229073,0.131600
119,119,2,0.057644,0.084500
120,120,2,0.230576,0.106500
121,121,3,0.289891,0.115000
122,122,4,0.147870,0.254000
123,123,1,0.248120,0.295000
124,124,4,0.170426,0.207500
125,125,4,0.290727,0.133500
126,126,5,0.172932,0.051400
127,127,1,0.408521,0.212000
128,128,1,0.157895,0.315000
129,129,7,0.288221,0.149857
130,130,1,0.228070,0.057000
131,131,1,0.147870,0.206000
132,132,3,0.288221,0.236667
133,133,1,0.328321,0.300000
134,134,5,0.284211,0.184600
135,135,1,0.248120,0.226000
136,136,1,0.132832,0.213000
137,137,1,0.187970,0.232000
138,138,5,0.127820,0.005200
139,139,2,0.486216,0.172000
140,140,3,0.309942,0.181000
141,141,1,0.172932,0.026000
142,142,3,0.333333,0.187333
143,143,1,0.218045,0.069000
144,144,2,0.273183,0.128500
145,145,1,0.438596,0.171000
146,146,1,0.197995,0.250000
147,147,1,2.092732,0.023000
148,148,1,0.243108,0.254000
149,149,3,0.144528,0.010667
150,150,2,0.308271,0.212500
151,151,1,0.238095,0.239000
152,152,1,0.233083,0.273000
153,153,1,0.393484,0.289000
154,154,1,0.388471,0.329000
155,155,1,2.413534,0.000000
156,156,1,3.877193,0.000000
157,157,1,0.283208,0.452000
158,158,1,0.057644,0.114000
159,159,1,1.370927,0.053000
160,160,1,1.631579,0.011000
161,161,2,0.355890,0.151000
162,162,1,0.403509,0.266000
163,163,1,0.278195,0.287000
164,164,1,0.032581,0.079000
165,165,2,0.323308,0.154500
166,166,1,0.233083,0.419000
167,167,1,0.258145,0.081000
168,168,1,0.092732,0.169000
169,169,1,1.812030,0.008000
170,170,1,0.228070,0.249000
171,171,1,0.127820,0.315000
172,172,1,0.208020,0.060000
173,173,1,0.378446,0.332000
174,174,1,0.142857,0.413000
175,175,1,0.263158,0.311000
176,176,1,0.443609,0.200000
177,177,1,0.052632,0.122000
178,178,1,1.837093,0.000000
179,179,1,3.812030,0.177000
180,180,1,0.388471,0.256000
181,181,1,0.383459,0.594000
182,182,1,0.513784,0.189000
183,183,1,0.192982,0.014000
184,184,1,0.448622,0.237000
185,185,1,0.218045,0.244000
186,186,1,0.528822,0.063000
187,187,1,0.323308,0.131000
188,188,1,0.253133,0.000000
189,189,1,0.213033,0.016000
190,190,1,0.268170,0.347000
