id,Label,Number_Points,trip_seconds,trip_miles
0,0,933,0.047850,0.010286
1,1,2828,0.029554,0.009870
2,2,998,0.049844,0.026646
3,3,59,0.108704,0.001492
4,4,499,0.068613,0.029918
5,5,1676,0.012582,0.005030
6,6,51,0.109735,0.089039
7,7,89,0.089071,0.004685
8,8,114,0.089478,0.069904
9,9,308,0.034160,0.025880
10,10,4,0.249373,0.000000
11,11,24,0.129699,0.106458
12,12,9,0.190755,0.150111
13,13,44,0.090681,0.088386
14,14,4,0.189223,0.207750
15,15,325,0.070260,0.048966
16,16,33,0.149844,0.173909
17,17,262,0.068530,0.007408
18,18,6,0.248956,0.151000
19,19,84,0.108306,0.049750
20,20,9,0.166806,0.001111
21,21,13,0.152497,0.088615
22,22,150,0.087987,0.031840
23,23,156,0.069951,0.068308
24,24,21,0.129968,0.171333
25,25,17,0.149639,0.048471
26,26,33,0.052783,0.067121
27,27,29,0.129894,0.128345
28,28,17,0.250184,0.169588
29,29,5,0.192982,0.073400
30,30,47,0.109476,0.067532
31,31,13,0.169077,0.108769
32,32,30,0.127987,0.000533
33,33,6,0.192982,0.111333
34,34,239,0.051709,0.047084
35,35,21,0.071727,0.085143
36,36,24,0.035088,0.045667
37,37,6,0.172097,0.069500
38,38,190,0.089065,0.049442
39,39,20,0.149373,0.127450
40,40,20,0.150376,0.000000
41,41,3,0.209691,0.067000
42,42,2,0.162907,0.247500
43,43,27,0.129119,0.050926
44,44,15,0.230744,0.174133
45,45,16,0.148810,0.070313
46,46,14,0.152524,0.109786
47,47,32,0.129386,0.068750
48,48,4,0.211779,0.000000
49,49,26,0.091575,0.107462
50,50,3,0.096074,0.169667
51,51,33,0.110959,0.127727
52,52,1,0.288221,0.104000
53,53,1,0.393484,0.192000
54,54,5,0.185965,0.052000
55,55,19,0.211450,0.173000
56,56,12,0.072682,0.109083
57,57,2,0.313283,0.304000
58,58,1,0.293233,0.161000
59,59,20,0.188972,0.173250
60,60,6,0.168755,0.151333
61,61,4,0.313283,0.170750
62,62,22,0.109592,0.109682
63,63,11,0.170198,0.129273
64,64,8,0.214286,0.149500
65,65,4,0.228070,0.188500
66,66,1,0.448622,0.000000
67,67,20,0.111278,0.147150
68,68,6,0.189641,0.092833
69,69,16,0.110589,0.172750
70,70,2,0.182957,0.000000
71,71,12,0.188388,0.130167
72,72,20,0.169925,0.171150
73,73,3,0.228070,0.131667
74,74,4,0.017544,0.021500
75,75,12,0.130326,0.034750
76,76,29,0.128684,0.089414
77,77,1,0.318296,0.207000
78,78,2,0.433584,0.175000
79,79,42,0.108605,0.031262
80,80,1,0.543860,0.209000
81,81,5,0.231078,0.145000
82,82,13,0.149798,0.150692
83,83,10,0.092732,0.126300
84,84,4,0.092732,0.149250
85,85,4,0.169173,0.187250
86,86,3,0.269841,0.267000
87,87,4,0.174185,0.223750
88,88,5,0.210025,0.133000
89,89,3,0.386800,0.173000
90,90,2,0.293233,0.000000
91,91,2,0.295739,0.078000
92,92,1,0.323308,0.196000
93,93,1,0.228070,0.239000
94,94,6,0.270677,0.174500
