id,Label,Number_Points,trip_seconds,trip_miles
0,0,1,0.328321,0.197000
1,1,720,0.050578,0.026739
2,2,2155,0.029825,0.010647
3,3,20,0.171930,0.173150
4,4,6,0.188805,0.205667
5,5,1,0.203008,0.384000
6,6,172,0.051990,0.047355
7,7,25,0.129424,0.173040
8,8,86,0.108760,0.029384
9,9,197,0.088890,0.029685
10,10,265,0.068823,0.014940
11,11,18,0.130883,0.109611
12,12,85,0.070559,0.067306
13,13,242,0.069699,0.048690
14,14,975,0.013431,0.006136
15,15,86,0.089002,0.068628
16,16,173,0.089632,0.049584
17,17,1012,0.048615,0.013873
18,18,188,0.034315,0.024888
19,19,42,0.091538,0.087048
20,20,34,0.129884,0.029676
21,21,481,0.068909,0.028782
22,22,1,0.248120,0.054000
23,23,31,0.130407,0.068742
24,24,19,0.128875,0.089316
25,25,97,0.109991,0.049268
26,26,12,0.152047,0.130250
27,27,41,0.110337,0.088195
28,28,69,0.089245,0.014464
29,29,47,0.109796,0.070277
30,30,1,0.408521,0.092000
31,31,2,0.355890,0.178500
32,32,4,0.312030,0.111750
33,33,11,0.112782,0.172182
34,34,16,0.151316,0.051375
35,35,4,0.233083,0.106250
36,36,1,0.388471,0.194000
37,37,18,0.074074,0.083833
38,38,14,0.109918,0.109357
39,39,7,0.090584,0.130143
40,40,3,0.136174,0.190333
41,41,2,0.115288,0.186500
42,42,1,0.583960,0.652000
43,43,2,0.213033,0.145500
44,44,17,0.131653,0.127824
45,45,6,0.172932,0.090167
46,46,6,0.170426,0.049000
47,47,3,0.072682,0.110333
48,48,10,0.271679,0.109300
49,49,8,0.106516,0.147250
50,50,9,0.167920,0.070222
51,51,15,0.212030,0.174400
52,52,13,0.149412,0.070538
53,53,3,0.092732,0.145333
54,54,13,0.146713,0.088077
55,55,7,0.267454,0.172571
56,56,10,0.129323,0.014400
57,57,1,0.313283,0.193000
58,58,28,0.148586,0.029857
59,59,15,0.107101,0.015067
60,60,5,0.188972,0.046200
61,61,19,0.149189,0.173842
62,62,3,0.191312,0.188333
63,63,5,0.170927,0.151400
64,64,7,0.212317,0.090571
65,65,4,0.210526,0.048750
66,66,7,0.231651,0.174429
67,67,17,0.093027,0.109588
68,68,5,0.168922,0.109400
69,69,2,0.228070,0.152500
70,70,41,0.128553,0.050171
71,71,23,0.129345,0.150043
72,72,3,0.311612,0.091333
73,73,6,0.211362,0.032833
74,74,7,0.167920,0.031714
75,75,4,0.289474,0.126000
76,76,10,0.149875,0.151300
77,77,1,0.503759,0.330000
78,78,1,0.182957,0.277000
79,79,2,0.165414,0.210000
80,80,2,0.208020,0.295000
81,81,18,0.055695,0.067389
82,82,4,0.334586,0.114750
83,83,1,0.318296,0.316000
84,84,1,0.503759,0.148000
85,85,5,0.231078,0.051200
86,86,4,0.208020,0.131000
87,87,2,0.187970,0.032000
88,88,9,0.151211,0.109889
89,89,6,0.146199,0.016000
90,90,4,0.251880,0.111750
91,91,3,0.171261,0.186667
92,92,1,0.263158,0.439000
93,93,1,0.268170,0.203000
94,94,18,0.109440,0.128000
95,95,1,0.443609,0.274000
96,96,2,0.348371,0.231000
97,97,1,0.383459,0.079000
98,98,12,0.189641,0.174750
99,99,2,0.250627,0.268500
100,100,6,0.333333,0.126000
101,101,2,0.210526,0.184000
