x,y,cellId,label-gC,label-GT
0.087224,0.141361,0,0,0
0.703939,0.400653,1,2,2
0.139431,0.248061,2,0,-1
0.572867,0.397989,3,2,2
0.458449,0.052005,4,5,5
0.138826,0.306353,5,0,-1
0.153628,0.06653,6,0,0
0.167502,0.053428,7,0,0
0.545123,0.09973,8,5,5
0.418668,0.268447,9,1,1
0.206671,0.165716,10,1,1
0.303845,0.190751,11,0,0
0.102652,0.200203,12,0,0
0.231185,0.315543,13,1,1
0.086955,0.072085,14,0,0
0.628602,0.234022,15,4,4
0.642867,0.217965,16,4,4
0.788417,0.28257,17,3,3
0.216998,0.304647,18,1,1
0.774375,0.268288,19,3,3
0.416318,0.349415,20,1,1
0.111858,0.12154,21,0,0
0.556296,0.364305,22,2,2
0.785657,0.231965,23,3,3
0.649847,0.193019,24,4,4
0.782804,0.479433,25,-1,-1
0.547396,0.295677,26,4,4
0.499275,0.124228,27,5,5
0.320251,0.079588,28,0,0
0.538899,0.11643,29,5,5
0.322749,0.364257,30,1,1
0.683227,0.42066,31,2,2
0.087345,0.302069,32,0,0
0.851519,0.136131,33,3,3
0.626171,0.204367,34,4,4
0.620192,0.373604,35,2,2
0.292546,0.393965,36,1,1
0.238244,0.08355,37,0,0
0.875321,0.253941,38,3,3
0.520826,0.161845,39,5,5
0.078396,0.102332,40,0,0
0.394685,0.405946,41,1,1
0.487821,0.082799,42,5,5
0.767305,0.215398,43,3,3
0.836273,0.424388,44,-1,-1
0.666053,0.159765,45,-1,-1
0.606391,0.167075,46,4,4
0.489505,0.069144,47,5,5
0.101537,0.2218,48,0,0
0.554741,0.412968,49,2,2
0.643875,0.170422,50,4,4
0.10399,0.182756,51,0,0
0.10028,0.111489,52,0,0
0.196,0.318415,53,1,1
0.653581,0.235537,54,4,4
0.118422,0.112639,52,0,0
0.300013,0.134141,55,0,0
0.298513,0.297294,56,0,0
0.539601,0.308465,57,4,4
0.181701,0.32599,58,1,1
0.875123,0.218366,59,3,3
0.208452,0.25185,60,1,1
0.890115,0.36978,61,3,3
0.870669,0.346527,62,3,3
0.440102,0.160673,63,1,1
0.312289,0.065294,64,0,0
0.666866,0.408898,65,2,2
0.663374,0.432037,66,2,2
0.050644,0.199944,67,-1,-1
0.424657,0.226837,68,1,1
0.490821,0.098693,42,5,5
0.296439,0.232615,69,0,0
0.263588,0.35881,70,1,1
0.069532,0.29461,71,0,0
0.551235,0.424112,72,2,2
0.440193,0.416895,73,1,1
0.562369,0.04745,74,5,5
0.765289,0.196829,75,3,3
0.09626,0.160043,76,0,0
0.079722,0.274805,77,0,0
0.412535,0.214888,78,1,1
0.697157,0.419091,79,2,2
0.167176,0.05362,7,0,0
0.223358,0.22738,80,1,1
0.30777,0.214665,81,0,0
0.613428,0.169813,46,4,4
0.371013,0.352137,82,1,-1
0.125096,0.160412,83,0,0
0.822807,0.094936,84,3,3
0.18516,0.191497,85,1,1
0.589289,0.049235,86,5,5
0.785995,0.268018,87,3,3
0.077454,0.12097,88,0,0
0.451252,0.096751,89,5,5
0.858856,0.221356,90,3,3
