id,Label,Number_Points,trip_seconds,trip_miles
0,0,185,0.068916,0.029000
1,1,234,0.013067,0.005714
2,2,64,0.089207,0.048781
3,3,55,0.034495,0.026000
4,4,58,0.068620,0.013879
5,5,457,0.029806,0.011011
6,6,233,0.047662,0.014262
7,7,6,0.111947,0.175833
8,8,233,0.050523,0.026532
9,9,93,0.069825,0.047387
10,10,78,0.087848,0.031013
11,11,13,0.071525,0.066692
12,12,5,0.108772,0.087800
13,13,4,0.127820,0.032500
14,14,4,0.076441,0.084000
15,15,30,0.050961,0.045800
16,16,39,0.109183,0.049436
17,17,1,0.353383,0.036000
18,18,30,0.090058,0.067167
19,19,4,0.150376,0.126250
20,20,9,0.089947,0.085000
21,21,1,0.187970,0.184000
22,22,9,0.088276,0.015889
23,23,7,0.129968,0.086429
24,24,1,0.127820,0.154000
25,25,1,0.182957,0.102000
26,26,6,0.151211,0.088000
27,27,3,0.147870,0.172000
28,28,20,0.106767,0.030850
29,29,1,0.182957,0.135000
30,30,3,0.187970,0.089667
31,31,1,0.197995,0.148000
32,32,5,0.130827,0.131200
33,33,1,0.182957,0.068000
34,34,1,0.203008,0.092000
35,35,13,0.128205,0.049769
36,36,4,0.130326,0.172000
37,37,11,0.109136,0.069091
38,38,7,0.056212,0.066143
39,39,1,0.228070,0.154000
40,40,3,0.114453,0.144000
41,41,1,0.037594,0.051000
42,42,2,0.170426,0.110500
43,43,1,0.182957,0.059000
44,44,2,0.177945,0.148000
45,45,1,0.167920,0.028000
46,46,1,0.223058,0.044000
47,47,1,0.393484,0.303000
48,48,6,0.189641,0.170500
49,49,1,0.157895,0.152000
50,50,1,0.218045,0.105000
51,51,8,0.134085,0.070625
52,52,1,0.203008,0.130000
53,53,1,0.338346,0.026000
54,54,3,0.109440,0.103667
55,55,1,0.122807,0.018000
56,56,2,0.155388,0.115500
57,57,1,0.213033,0.233000
58,58,2,0.152882,0.076500
59,59,2,0.208020,0.144000
60,60,1,0.278195,0.333000
61,61,3,0.147870,0.048667
62,62,1,0.318296,0.292000
63,63,3,0.208020,0.168000
64,64,1,0.218045,0.044000
65,65,1,0.147870,0.026000
66,66,1,0.318296,0.104000
67,67,3,0.091061,0.135000
68,68,2,0.225564,0.087500
69,69,1,0.223058,0.109000
70,70,1,0.368421,0.118000
71,71,1,0.187970,0.296000
72,72,1,0.172932,0.078000
73,73,2,0.105263,0.016000
74,74,1,0.017544,0.021000
75,75,1,0.182957,0.020000
76,76,3,0.104428,0.130333
77,77,1,0.072682,0.109000
78,78,2,0.268170,0.112500
79,79,2,0.167920,0.095500
80,80,4,0.095238,0.110000
81,81,1,0.162907,0.182000
82,82,1,0.097744,0.167000
83,83,1,0.248120,0.103000
84,84,1,0.243108,0.179000
85,85,1,0.167920,0.173000
86,86,1,0.132832,0.109000
