id,Label,Number_Points,trip_seconds,trip_miles
0,0,788,0.049807,0.001151
1,1,920,0.030102,0.000305
2,2,468,0.069576,0.001908
3,3,477,0.012815,0.000006
4,4,13,0.232312,0.010692
5,5,260,0.089609,0.003058
6,6,48,0.170217,0.009104
7,7,1,0.293233,0.011000
8,8,45,0.150432,0.007822
9,9,111,0.129626,0.006532
10,10,152,0.109616,0.005039
11,11,18,0.209691,0.009722
12,12,20,0.191228,0.009900
13,13,8,0.248747,0.010125
14,14,1,0.498747,0.002000
15,15,1,0.388471,0.011000
16,16,4,0.266917,0.010500
17,17,1,0.333333,0.005000
18,18,1,0.418546,0.013000
19,19,2,0.315789,0.011000
20,20,1,0.463659,0.003000
