id,Label,Number_Points,trip_seconds,trip_miles
0,0,550,0.012586,0.006191
1,1,332,0.047332,0.014925
2,2,425,0.049777,0.025642
3,3,56,0.066953,0.015696
4,4,7,0.130684,0.090429
5,5,1087,0.029455,0.011727
6,6,21,0.110395,0.171524
7,7,61,0.089034,0.049705
8,8,96,0.070280,0.048802
9,9,12,0.073099,0.087500
10,10,237,0.068452,0.028696
11,11,21,0.107769,0.033143
12,12,7,0.128536,0.031429
13,13,76,0.088775,0.031118
14,14,1,0.182957,0.273000
15,15,21,0.131161,0.171000
16,16,1,0.167920,0.038000
17,17,26,0.107384,0.047923
18,18,16,0.054825,0.067688
19,19,1,0.187970,0.051000
20,20,7,0.210884,0.148000
21,21,2,0.218045,0.112500
22,22,138,0.033235,0.024761
23,23,1,0.062657,0.136000
24,24,1,0.288221,0.208000
25,25,43,0.072099,0.068395
26,26,2,0.187970,0.142000
27,27,9,0.151768,0.170778
28,28,3,0.127820,0.148333
29,29,14,0.108844,0.131929
30,30,10,0.208020,0.175500
31,31,72,0.052283,0.047153
32,32,9,0.130047,0.185111
33,33,23,0.111474,0.067609
34,34,26,0.090418,0.068577
35,35,2,0.190476,0.107000
36,36,11,0.190704,0.176273
37,37,11,0.036227,0.044273
38,38,5,0.171930,0.184400
39,39,18,0.173211,0.172722
40,40,10,0.110777,0.088800
41,41,6,0.270677,0.174667
42,42,4,0.016291,0.022000
43,43,10,0.110777,0.111400
44,44,7,0.170784,0.131143
45,45,4,0.149123,0.126750
46,46,11,0.129642,0.052545
47,47,5,0.172932,0.113800
48,48,4,0.149123,0.183000
49,49,9,0.092175,0.110889
50,50,1,0.253133,0.256000
51,51,1,0.308271,0.136000
52,52,6,0.148705,0.068000
53,53,10,0.147870,0.114300
54,54,6,0.131161,0.127833
55,55,5,0.094737,0.174000
56,56,7,0.087003,0.015286
57,57,3,0.274854,0.183333
58,58,1,0.243108,0.146000
59,59,2,0.195489,0.130500
60,60,7,0.131400,0.068429
61,61,3,0.092732,0.130667
62,62,3,0.147870,0.087000
63,63,17,0.090373,0.090235
64,64,3,0.132832,0.207333
65,65,4,0.151629,0.053750
66,66,10,0.114787,0.186200
67,67,1,0.253133,0.230000
68,68,4,0.171679,0.152250
69,69,1,0.228070,0.039000
70,70,2,0.205514,0.132000
71,71,1,0.187970,0.293000
72,72,1,0.283208,0.184000
73,73,4,0.229323,0.191000
74,74,5,0.131830,0.105800
75,75,1,0.433584,0.232000
76,76,2,0.145363,0.007000
77,77,3,0.246449,0.207333
78,78,1,0.137845,0.000000
79,79,3,0.076023,0.107333
80,80,1,0.022556,0.114000
81,81,2,0.210526,0.191500
82,82,1,0.518797,0.001000
83,83,1,4.147870,0.000000
84,84,1,0.218045,0.075000
85,85,2,0.150376,0.155000
86,86,1,3.325815,0.050000
87,87,1,0.373434,0.246000
88,88,1,0.313283,0.205000
89,89,1,0.152882,0.038000
90,90,1,0.203008,0.047000
91,91,4,0.226817,0.174250
92,92,1,0.167920,0.221000
93,93,2,0.162907,0.067000
94,94,3,0.107769,0.154667
95,95,2,0.190476,0.193500
96,96,2,0.172932,0.095000
97,97,1,0.784461,0.009000
98,98,1,0.238095,0.056000
99,99,1,0.258145,0.182000
100,100,1,0.203008,0.207000
101,101,1,3.085213,0.007000
102,102,1,0.393484,0.014000
103,103,1,0.102757,0.016000
104,104,1,0.087719,0.155000
105,105,1,0.248120,0.161000
