id,Label,Number_Points,trip_seconds,trip_miles
0,0,431,0.050608,0.026534
1,1,283,0.069210,0.029643
2,2,818,0.029352,0.011401
3,3,5,0.191980,0.130400
4,4,24,0.108814,0.031000
5,5,463,0.013332,0.006216
6,6,319,0.047258,0.014514
7,7,95,0.051735,0.047358
8,8,11,0.187970,0.174000
9,9,85,0.089606,0.048671
10,10,36,0.128655,0.172111
11,11,136,0.069770,0.049007
12,12,4,0.110276,0.005250
13,13,16,0.148810,0.147812
14,14,15,0.108772,0.110733
15,15,16,0.129073,0.048563
16,16,38,0.088775,0.071079
17,17,95,0.088933,0.031611
18,18,100,0.034436,0.024790
19,19,15,0.169925,0.168733
20,20,5,0.052632,0.063400
21,21,19,0.129402,0.131474
22,22,11,0.111871,0.148000
23,23,15,0.092063,0.127133
24,24,5,0.129825,0.030800
25,25,12,0.130326,0.148750
26,26,32,0.110432,0.130688
27,27,26,0.087912,0.089038
28,28,21,0.109918,0.069857
29,29,3,0.167920,0.117000
30,30,37,0.112511,0.172838
31,31,1,0.208020,0.208000
32,32,11,0.089998,0.112091
33,33,3,0.132832,0.011333
34,34,4,0.208020,0.184250
35,35,7,0.094880,0.170571
36,36,21,0.111588,0.091190
37,37,10,0.149373,0.069000
38,38,32,0.069392,0.014500
39,39,1,0.348371,0.080000
40,40,10,0.125815,0.112300
41,41,37,0.109666,0.051027
42,42,3,0.167920,0.031000
43,43,20,0.149875,0.131150
44,44,48,0.071429,0.069813
45,45,2,0.172932,0.071500
46,46,1,0.157895,0.268000
47,47,3,0.127820,0.089333
48,48,3,0.017544,0.023333
49,49,1,0.233083,0.107000
50,50,2,0.250627,0.266500
51,51,3,0.147870,0.108667
52,52,4,0.171679,0.182500
53,53,1,0.363409,0.208000
54,54,16,0.148810,0.171250
55,55,4,0.073935,0.109750
56,56,9,0.089390,0.014000
57,57,2,0.157895,0.208000
58,58,1,0.303258,0.199000
59,59,6,0.170426,0.129167
60,60,2,0.197995,0.235000
61,61,1,0.353383,0.108000
62,62,10,0.112281,0.184300
63,63,1,0.177945,0.244000
64,64,2,0.142857,0.008500
65,65,16,0.072682,0.088188
66,66,12,0.033417,0.044417
67,67,1,0.714286,0.006000
68,68,4,0.190476,0.148250
69,69,1,0.278195,0.177000
70,70,1,0.433584,0.065000
71,71,11,0.130098,0.186000
72,72,2,0.265664,0.125000
73,73,3,0.229741,0.153000
74,74,9,0.148427,0.088000
75,75,1,0.283208,0.179000
76,76,3,0.228070,0.137000
77,77,2,0.245614,0.175000
78,78,1,0.182957,0.279000
79,79,1,0.273183,0.048000
80,80,2,0.152882,0.183500
81,81,1,0.177945,0.206000
82,82,7,0.125671,0.070714
83,83,6,0.208020,0.173500
84,84,1,0.187970,0.110000
85,85,6,0.229741,0.174000
86,86,1,0.213033,0.303000
87,87,1,0.293233,0.215000
88,88,1,0.182957,0.003000
89,89,3,0.094403,0.144667
90,90,1,0.338346,0.375000
91,91,8,0.167920,0.145750
92,92,1,0.142857,0.226000
93,93,6,0.147034,0.050833
94,94,5,0.214035,0.150400
95,95,1,0.172932,0.288000
96,96,1,0.112782,1.820000
97,97,1,0.278195,0.284000
98,98,1,0.278195,0.217000
99,99,1,0.203008,0.115000
100,100,1,0.313283,0.043000
101,101,1,0.077694,0.125000
102,102,1,0.303258,0.173000
103,103,1,0.298246,0.000000
104,104,1,0.197995,0.245000
105,105,2,0.172932,0.000000
106,106,4,0.190476,0.183500
107,107,1,0.182957,0.036000
108,108,3,0.167920,0.053667
109,109,1,0.238095,0.080000
110,110,2,0.195489,0.213000
111,111,1,0.513784,0.172000
112,112,1,0.353383,0.251000
113,113,1,0.253133,0.146000
114,114,1,0.338346,0.029000
115,115,2,0.230576,0.191500
116,116,2,0.150376,0.036500
117,117,1,0.493734,0.199000
118,118,1,0.238095,0.049000
119,119,1,0.057644,0.080000
120,120,1,0.213033,0.130000
121,121,1,0.243108,0.241000
122,122,1,0.137845,0.266000
123,123,1,0.328321,0.387000
124,124,2,0.203008,0.067000
125,125,1,0.233083,0.006000
126,126,1,0.172932,0.097000
127,127,1,0.273183,0.189000
128,128,1,0.568922,0.239000
129,129,1,0.273183,0.152000
130,130,1,0.433584,0.272000
131,131,1,0.213033,0.249000
