id,Label,Number_Points,trip_seconds,trip_miles
0,0,982,0.029345,0.011754
1,1,600,0.012991,0.006427
2,2,385,0.050210,0.027561
3,3,104,0.051716,0.046952
4,4,297,0.047400,0.014650
5,5,138,0.069812,0.048304
6,6,183,0.034444,0.026164
7,7,218,0.068129,0.030757
8,8,31,0.128951,0.173226
9,9,42,0.069221,0.015786
10,10,16,0.095551,0.170375
11,11,27,0.090504,0.087926
12,12,5,0.192982,0.149600
13,13,15,0.053968,0.067533
14,14,53,0.070412,0.067981
15,15,7,0.170784,0.147571
16,16,53,0.086774,0.030453
17,17,8,0.125313,0.093250
18,18,14,0.190834,0.169500
19,19,11,0.108225,0.109545
20,20,49,0.089254,0.068694
21,21,10,0.129825,0.110900
22,22,7,0.147154,0.129000
23,23,4,0.147870,0.071500
24,24,9,0.209691,0.173333
25,25,15,0.071679,0.088867
26,26,18,0.034252,0.045167
27,27,8,0.087719,0.106500
28,28,4,0.129073,0.206250
29,29,7,0.031149,0.071000
30,30,5,0.090727,0.012200
31,31,1,0.177945,0.202000
32,32,10,0.128321,0.052000
33,33,3,0.187970,0.187000
34,34,65,0.089956,0.049015
35,35,18,0.107491,0.068889
36,36,1,0.263158,0.021000
37,37,16,0.169799,0.171312
38,38,2,0.107769,0.185500
39,39,22,0.109592,0.129682
40,40,11,0.112326,0.146091
41,41,1,0.323308,0.665000
42,42,4,0.076441,0.110500
43,43,4,0.013784,0.024500
44,44,7,0.124239,0.030143
45,45,16,0.148810,0.171875
46,46,3,0.132832,0.145667
47,47,9,0.147313,0.049222
48,48,12,0.109858,0.032250
49,49,1,0.027569,0.123000
50,50,25,0.108571,0.049680
51,51,1,0.147870,0.402000
52,52,1,0.182957,0.132000
53,53,3,0.164578,0.086333
54,54,7,0.094164,0.129857
55,55,36,0.110972,0.173556
56,56,10,0.132331,0.070000
57,57,1,0.077694,0.142000
58,58,2,0.225564,0.133000
59,59,3,0.171261,0.188333
60,60,2,0.215539,0.330000
61,61,7,0.149302,0.148714
62,62,2,0.015038,0.070000
63,63,14,0.107053,0.089857
64,64,4,0.151629,0.087250
65,65,1,0.343358,0.002000
66,66,11,0.128731,0.130455
67,67,3,0.226399,0.173333
68,68,2,0.162907,0.064000
69,69,1,0.238095,0.186000
70,70,5,0.149875,0.113600
71,71,1,0.157895,0.247000
72,72,1,0.263158,0.439000
73,73,1,0.122807,0.181000
74,74,2,0.230576,0.147500
75,75,2,0.125313,0.011000
76,76,2,0.015038,0.050000
77,77,2,0.047619,0.086000
78,78,1,0.182957,0.284000
79,79,1,0.243108,0.204000
80,80,5,0.170927,0.129000
81,81,2,0.253133,0.192000
82,82,1,6.253133,0.009000
83,83,3,0.069340,0.129667
84,84,2,0.203008,0.150000
85,85,3,0.271512,0.177000
86,86,1,0.208020,0.037000
87,87,1,0.293233,0.152000
88,88,2,0.152882,0.186000
89,89,1,0.228070,0.086000
90,90,1,0.208020,0.137000
91,91,1,0.117794,0.240000
92,92,1,0.162907,0.320000
93,93,2,0.288221,0.177000
94,94,1,2.293233,0.000000
95,95,1,0.233083,0.039000
96,96,1,0.238095,0.313000
97,97,1,0.097744,0.156000
98,98,3,0.253133,0.179000
99,99,1,0.253133,0.150000
100,100,2,0.190476,0.028500
101,101,2,0.147870,0.036000
102,102,1,0.182957,0.047000
103,103,4,0.171679,0.111250
104,104,2,0.165414,0.255500
105,105,1,0.037594,0.083000
106,106,1,0.162907,0.034000
107,107,1,0.313283,0.029000
108,108,1,0.318296,0.472000
109,109,1,4.609023,0.008000
110,110,1,4.238095,0.020000
111,111,1,0.353383,0.177000
112,112,1,0.052632,0.129000
113,113,1,0.373434,0.064000
114,114,1,0.288221,0.049000
