id,Label,Number_Points,x,y
0,0,41,0.136525,0.458638
1,1,18,0.939957,0.394709
2,2,41,0.134631,0.699196
3,3,50,0.099231,0.699374
4,4,10,0.806487,0.332649
5,5,28,0.380198,0.538383
6,6,45,0.784021,0.663209
7,7,32,0.421975,0.180759
8,8,35,0.377214,0.420945
9,9,61,0.580447,0.498840
10,10,22,0.462090,0.494765
11,11,28,0.623571,0.739117
12,12,3,0.130698,0.054403
13,13,48,0.260999,0.419312
14,14,44,0.776742,0.460631
15,15,29,0.938698,0.666340
16,16,33,0.938761,0.492235
17,17,48,0.942380,0.461503
18,18,20,0.287679,0.494152
19,19,11,0.854096,0.447061
20,20,10,0.712226,0.652219
21,21,28,0.290851,0.455620
22,22,40,0.055038,0.575651
23,23,35,0.055540,0.458077
24,24,2,0.668418,0.370614
25,25,36,0.895534,0.498029
26,26,41,0.375581,0.464569
27,27,1,0.919427,0.880946
28,28,1,0.347290,0.971342
29,29,33,0.737662,0.661268
30,30,45,0.101286,0.177725
31,31,40,0.779623,0.218764
32,32,18,0.138684,0.737028
33,33,29,0.066352,0.702427
34,34,28,0.897133,0.255198
35,35,24,0.789823,0.619731
36,36,26,0.892010,0.541110
37,37,32,0.625103,0.379273
38,38,11,0.771208,0.772467
39,39,42,0.746187,0.739647
40,40,13,0.790319,0.583361
41,41,28,0.453509,0.220617
42,42,31,0.462910,0.540905
43,43,23,0.262851,0.667694
44,44,10,0.747585,0.146597
45,45,34,0.578846,0.427982
46,46,3,0.340441,0.295971
47,47,47,0.941638,0.740833
48,48,4,0.778816,0.941824
49,49,33,0.388479,0.699919
50,50,48,0.741096,0.218845
51,51,28,0.058335,0.620637
52,52,26,0.545769,0.459119
53,53,42,0.899469,0.221314
54,54,56,0.782596,0.496620
55,55,3,0.661744,0.539016
56,56,37,0.457774,0.620552
57,57,43,0.257670,0.741369
58,58,25,0.226940,0.343132
59,59,30,0.814470,0.452818
60,60,19,0.747455,0.771230
61,61,27,0.704781,0.456044
62,62,47,0.099136,0.738676
63,63,49,0.456922,0.261054
64,64,22,0.128447,0.224401
65,65,32,0.385421,0.621030
66,66,11,0.570635,0.584680
67,67,30,0.460692,0.339790
68,68,3,0.027268,0.902219
69,69,24,0.891465,0.620680
70,70,23,0.067646,0.184427
71,71,28,0.261810,0.492970
72,72,4,0.735968,0.104074
73,73,32,0.623089,0.701763
74,74,21,0.549973,0.578574
75,75,5,0.656385,0.134180
76,76,15,0.338433,0.444757
77,77,3,0.858069,0.185745
78,78,28,0.550179,0.739916
79,79,36,0.619677,0.224195
80,80,29,0.226640,0.423716
81,81,45,0.257628,0.698615
82,82,23,0.729831,0.618978
83,83,37,0.621268,0.618373
84,84,40,0.419079,0.146342
85,85,29,0.050560,0.539539
86,86,45,0.780880,0.697063
87,87,14,0.549698,0.336837
88,88,21,0.230460,0.258773
89,89,20,0.787641,0.297058
90,90,4,0.104969,0.578599
91,91,29,0.135100,0.501550
92,92,4,0.345795,0.902945
93,93,30,0.621291,0.423965
94,94,14,0.104232,0.529744
95,95,1,0.211835,0.963060
96,96,32,0.227144,0.579690
97,97,1,0.191740,0.874295
98,98,12,0.808649,0.658587
99,99,35,0.459746,0.300911
100,100,14,0.449995,0.736646
101,101,23,0.625908,0.336344
102,102,52,0.580918,0.181257
103,103,3,0.448727,0.943320
104,104,40,0.742894,0.180541
105,105,54,0.258739,0.458278
106,106,39,0.740756,0.697486
107,107,28,0.103872,0.453199
108,108,29,0.294397,0.426158
109,109,31,0.226051,0.181308
110,110,31,0.551674,0.259668
111,111,36,0.776194,0.737275
112,112,48,0.421040,0.699532
113,113,8,0.126604,0.176904
114,114,42,0.895228,0.660924
115,115,28,0.227828,0.540174
116,116,44,0.772901,0.181310
117,117,4,0.648538,0.829228
118,118,29,0.065703,0.222804
119,119,5,0.179745,0.384721
120,120,31,0.611171,0.178779
121,121,25,0.578486,0.151088
122,122,15,0.292330,0.249016
123,123,53,0.421755,0.218919
124,124,16,0.778725,0.432840
125,125,50,0.900495,0.740077
126,126,12,0.544293,0.771048
127,127,44,0.898491,0.460387
128,128,32,0.620563,0.579064
129,129,48,0.259844,0.180582
130,130,46,0.062960,0.662804
131,131,28,0.070158,0.741978
132,132,2,0.163088,0.340812
133,133,34,0.135460,0.540626
134,134,9,0.967483,0.175370
135,135,9,0.567312,0.656587
136,136,16,0.723641,0.382224
137,137,28,0.551079,0.295467
138,138,22,0.729009,0.306027
139,139,34,0.227327,0.738938
140,140,6,0.016870,0.862081
141,141,59,0.580548,0.463040
142,142,38,0.785217,0.261422
143,143,11,0.724902,0.500146
144,144,48,0.939013,0.700070
145,145,3,0.511038,0.097004
146,146,10,0.569174,0.742468
147,147,32,0.934645,0.251655
148,148,5,0.652859,0.023523
149,149,3,0.385218,0.867098
150,150,28,0.628308,0.296696
151,151,26,0.292461,0.180331
152,152,23,0.549344,0.701115
153,153,22,0.550899,0.223368
154,154,26,0.465056,0.382092
155,155,31,0.053570,0.341932
156,156,25,0.290309,0.223089
157,157,26,0.710438,0.424230
158,158,21,0.393306,0.186321
159,159,21,0.807319,0.617050
160,160,42,0.382763,0.301565
161,161,10,0.626982,0.768385
162,162,2,0.250514,0.837121
163,163,3,0.309072,0.873132
164,164,26,0.418948,0.665622
165,165,6,0.184241,0.147776
166,166,34,0.732734,0.454556
167,167,2,0.191288,0.965178
168,168,27,0.615008,0.454027
169,169,50,0.900566,0.180209
170,170,38,0.062011,0.259560
171,171,36,0.943487,0.217912
172,172,45,0.580177,0.219715
173,173,36,0.135599,0.624023
174,174,36,0.940702,0.419604
175,175,1,0.663227,0.781376
176,176,4,0.856543,0.900742
177,177,34,0.549639,0.624573
178,178,45,0.898045,0.699369
179,179,26,0.897701,0.577946
180,180,13,0.806150,0.541197
181,181,16,0.256303,0.154266
182,182,17,0.896431,0.152551
183,183,25,0.710126,0.497991
184,184,25,0.781891,0.532736
185,185,18,0.805676,0.739333
186,186,2,0.790577,0.818372
187,187,24,0.708164,0.340035
188,188,29,0.622563,0.661585
189,189,25,0.422017,0.251737
190,190,41,0.102880,0.224277
191,191,54,0.619693,0.257962
192,192,16,0.141759,0.435147
193,193,22,0.579593,0.252104
194,194,37,0.419255,0.740470
195,195,33,0.226383,0.457786
196,196,2,0.069352,0.071101
197,197,35,0.456797,0.662365
198,198,23,0.098830,0.772317
199,199,6,0.618433,0.813262
200,200,30,0.107851,0.499756
201,201,18,0.735781,0.429864
202,202,4,0.331542,0.933681
203,203,2,0.501497,0.337362
204,204,6,0.073229,0.148135
205,205,44,0.900724,0.419416
206,206,44,0.138451,0.579075
207,207,35,0.377100,0.382420
208,208,32,0.464655,0.580241
209,209,33,0.054965,0.421457
210,210,36,0.465523,0.425102
211,211,3,0.023805,0.610810
212,212,16,0.570177,0.618359
213,213,32,0.385036,0.256622
214,214,15,0.417240,0.449613
215,215,36,0.897920,0.382398
216,216,2,0.457193,0.074366
217,217,27,0.620604,0.537005
218,218,22,0.295507,0.702179
219,219,12,0.337486,0.435854
220,220,27,0.544115,0.421679
221,221,16,0.107349,0.669053
222,222,2,0.898797,0.861493
223,223,13,0.768491,0.147369
224,224,20,0.136543,0.262845
225,225,2,0.820496,0.848191
226,226,30,0.228697,0.298517
227,227,54,0.939628,0.180000
228,228,5,0.973832,0.305067
229,229,23,0.381573,0.336747
230,230,8,0.807778,0.298947
231,231,5,0.654853,0.218486
232,232,2,0.548489,0.817292
233,233,11,0.735242,0.543759
234,234,25,0.388705,0.220037
235,235,32,0.056734,0.297714
236,236,25,0.261405,0.252570
237,237,4,0.501105,0.662555
238,238,12,0.227557,0.155775
239,239,21,0.712214,0.620928
240,240,2,0.867477,0.697654
241,241,3,0.969119,0.568031
242,242,2,0.487228,0.293587
243,243,7,0.963131,0.222976
244,244,11,0.177574,0.444503
245,245,31,0.052410,0.501438
246,246,3,0.416104,0.369036
247,247,8,0.141055,0.769297
248,248,9,0.099614,0.431264
249,249,31,0.614513,0.500431
250,250,3,0.733135,0.814716
251,251,2,0.034818,0.709537
252,252,3,0.180859,0.690644
253,253,3,0.371194,0.906919
254,254,3,0.336998,0.611002
255,255,29,0.134249,0.659621
256,256,15,0.448988,0.184900
257,257,30,0.892406,0.336159
258,258,22,0.733394,0.257699
259,259,25,0.094035,0.147338
260,260,14,0.728807,0.341411
261,261,2,0.090246,0.379235
262,262,30,0.226172,0.620169
263,263,17,0.494138,0.446481
264,264,27,0.548269,0.544171
265,265,3,0.379749,0.137418
266,266,47,0.258732,0.221731
267,267,3,0.962320,0.761499
268,268,3,0.224264,0.065946
269,269,31,0.386600,0.660312
270,270,18,0.133880,0.296572
271,271,32,0.227377,0.662104
272,272,30,0.450668,0.700202
273,273,3,0.063772,0.811016
274,274,30,0.422036,0.773160
275,275,4,0.702481,0.943319
276,276,6,0.866366,0.016011
277,277,22,0.379739,0.576469
278,278,1,0.328432,0.346718
279,279,25,0.711622,0.296637
280,280,15,0.420140,0.433827
281,281,11,0.288846,0.152692
282,282,21,0.940755,0.766492
283,283,12,0.820130,0.425420
284,284,7,0.065951,0.778035
285,285,28,0.227862,0.499137
286,286,29,0.376609,0.497661
287,287,11,0.569715,0.301767
288,288,14,0.968516,0.738669
289,289,4,0.258681,0.591889
290,290,1,0.935729,0.971382
291,291,2,0.531445,0.062762
292,292,20,0.227130,0.702384
293,293,3,0.463715,0.150644
294,294,3,0.178180,0.015318
295,295,17,0.137514,0.333651
