x,y,cellId,label-gC,label-GT
0.136525,0.458638,0,0,0
0.939957,0.394709,1,1,1
0.134631,0.699196,2,0,0
0.099231,0.699374,3,0,0
0.806487,0.332649,4,-1,2
0.380198,0.538383,5,3,3
0.784021,0.663209,6,2,2
0.421975,0.180759,7,3,3
0.377214,0.420945,8,3,3
0.580447,0.49884,9,4,4
0.46209,0.494765,10,3,-1
0.623571,0.739117,11,4,4
0.130698,0.054403,12,-1,-1
0.260999,0.419312,13,5,5
0.776742,0.460631,14,2,2
0.938698,0.66634,15,1,1
0.938761,0.492235,16,1,1
0.94238,0.461503,17,1,1
0.287679,0.494152,18,5,5
0.854096,0.447061,19,1,-1
0.712226,0.652219,20,2,2
0.290851,0.45562,21,5,5
0.055038,0.575651,22,0,0
0.05554,0.458077,23,0,0
0.668418,0.370614,24,-1,-1
0.895534,0.498029,25,1,1
0.375581,0.464569,26,3,3
0.919427,0.880946,27,-1,-1
0.34729,0.971342,28,-1,-1
0.737662,0.661268,29,2,2
0.101286,0.177725,30,0,0
0.779623,0.218764,31,2,2
0.138684,0.737028,32,0,0
0.066352,0.702427,33,0,0
0.897133,0.255198,34,1,1
0.854096,0.447061,19,1,-1
0.789823,0.619731,35,2,2
0.89201,0.54111,36,1,1
0.625103,0.379273,37,4,4
0.771208,0.772467,38,2,2
0.746187,0.739647,39,2,2
0.375581,0.464569,26,3,3
0.790319,0.583361,40,2,2
0.453509,0.220617,41,3,3
0.46291,0.540905,42,3,3
0.262851,0.667694,43,5,5
0.747585,0.146597,44,2,2
0.776742,0.460631,14,2,2
0.578846,0.427982,45,4,4
0.340441,0.295971,46,-1,-1
0.625103,0.379273,37,4,4
0.941638,0.740833,47,1,1
0.778816,0.941824,48,-1,-1
0.388479,0.699919,49,3,3
0.46291,0.540905,42,3,3
0.580447,0.49884,9,4,4
0.580447,0.49884,9,4,4
0.741096,0.218845,50,2,2
0.058335,0.620637,51,0,0
0.545769,0.459119,52,4,-1
0.899469,0.221314,53,1,1
0.782596,0.49662,54,2,2
0.388479,0.699919,49,3,3
0.661744,0.539016,55,-1,-1
0.457774,0.620552,56,3,3
0.25767,0.741369,57,5,5
0.377214,0.420945,8,3,3
0.22694,0.343132,58,5,5
0.81447,0.452818,59,2,-1
0.938761,0.492235,16,1,1
0.747455,0.77123,60,2,2
0.782596,0.49662,54,2,2
0.704781,0.456044,61,2,-1
0.099136,0.738676,62,0,0
0.456922,0.261054,63,3,3
0.128447,0.224401,64,0,0
0.385421,0.62103,65,3,3
0.570635,0.58468,66,4,-1
0.460692,0.33979,67,3,3
0.027268,0.902219,68,-1,-1
0.89201,0.54111,36,1,1
0.46291,0.540905,42,3,3
0.375581,0.464569,26,3,3
0.891465,0.62068,69,1,1
0.067646,0.184427,70,0,0
0.899469,0.221314,53,1,1
0.26181,0.49297,71,5,5
0.735968,0.104074,72,-1,-1
0.623089,0.701763,73,4,4
0.549973,0.578574,74,4,4
0.656385,0.13418,75,-1,-1
0.421975,0.180759,7,3,3
0.790319,0.583361,40,2,2
0.338433,0.444757,76,3,-1
0.858069,0.185745,77,-1,-1
0.550179,0.739916,78,4,4
0.737662,0.661268,29,2,2
0.619677,0.224195,79,4,4
0.22664,0.423716,80,5,5
0.257628,0.698615,81,5,5
0.729831,0.618978,82,2,2
0.621268,0.618373,83,4,4
0.419079,0.146342,84,3,3
0.26181,0.49297,71,5,5
0.05554,0.458077,23,0,-1
0.05056,0.539539,85,0,0
0.78088,0.697063,86,2,2
0.854096,0.447061,19,1,-1
0.549698,0.336837,87,4,4
0.23046,0.258773,88,5,5
0.787641,0.297058,89,2,2
0.104969,0.578599,90,-1,-1
0.1351,0.50155,91,0,0
0.345795,0.902945,92,-1,-1
0.099136,0.738676,62,0,0
0.621291,0.423965,93,4,4
0.104232,0.529744,94,0,0
0.211835,0.96306,95,-1,-1
0.227144,0.57969,96,5,5
0.19174,0.874295,97,-1,-1
0.941638,0.740833,47,1,1
0.808649,0.658587,98,2,2
0.459746,0.300911,99,3,3
0.449995,0.736646,100,3,3
0.625908,0.336344,101,4,4
0.580918,0.181257,102,4,4
0.448727,0.94332,103,-1,-1
0.742894,0.180541,104,2,2
0.258739,0.458278,105,5,5
0.740756,0.697486,106,2,2
0.550179,0.739916,78,4,4
0.103872,0.453199,107,0,0
0.779623,0.218764,31,2,2
0.294397,0.426158,108,5,-1
0.226051,0.181308,109,5,5
0.287679,0.494152,18,5,5
0.551674,0.259668,110,4,4
0.776194,0.737275,111,2,2
0.42104,0.699532,112,3,3
0.580918,0.181257,102,4,4
0.258739,0.458278,105,5,5
0.126604,0.176904,113,0,0
0.375581,0.464569,26,3,3
0.895228,0.660924,114,1,1
0.377214,0.420945,8,3,3
0.227828,0.540174,115,5,5
0.42104,0.699532,112,3,3
0.055038,0.575651,22,0,0
0.737662,0.661268,29,2,2
0.772901,0.18131,116,2,2
0.648538,0.829228,117,-1,-1
0.065703,0.222804,118,0,0
0.419079,0.146342,84,3,3
0.290851,0.45562,21,5,5
0.179745,0.384721,119,-1,-1
0.611171,0.178779,120,4,4
0.549973,0.578574,74,4,4
0.808649,0.658587,98,2,2
0.578486,0.151088,121,4,4
0.578486,0.151088,121,4,4
0.29233,0.249016,122,5,5
0.421755,0.218919,123,3,3
0.46291,0.540905,42,3,3
0.099136,0.738676,62,0,0
0.778725,0.43284,124,2,-1
0.900495,0.740077,125,1,1
0.544293,0.771048,126,4,-1
0.898491,0.460387,127,1,1
0.620563,0.579064,128,4,4
0.259844,0.180582,129,5,5
0.06296,0.662804,130,0,0
0.611171,0.178779,120,4,4
0.070158,0.741978,131,0,0
0.163088,0.340812,132,-1,-1
0.25767,0.741369,57,5,5
0.580447,0.49884,9,4,4
0.13546,0.540626,133,0,0
0.89201,0.54111,36,1,1
0.897133,0.255198,34,1,1
0.967483,0.17537,134,1,1
0.419079,0.146342,84,3,3
0.567312,0.656587,135,4,-1
0.549698,0.336837,87,4,4
0.723641,0.382224,136,2,2
0.897133,0.255198,34,1,1
0.070158,0.741978,131,0,0
0.227144,0.57969,96,5,5
0.099136,0.738676,62,0,0
0.338433,0.444757,76,3,-1
0.459746,0.300911,99,3,3
0.419079,0.146342,84,3,3
0.551079,0.295467,137,4,4
0.456922,0.261054,63,3,3
0.729009,0.306027,138,2,2
0.136525,0.458638,0,0,0
0.227327,0.738938,139,5,5
0.01687,0.862081,140,-1,-1
0.779623,0.218764,31,2,2
0.580548,0.46304,141,4,4
0.625103,0.379273,37,4,4
0.785217,0.261422,142,2,2
0.724902,0.500146,143,2,2
0.621268,0.618373,83,4,4
0.939013,0.70007,144,1,1
