0.463314,0.180608,-1,-1,13
0.84014,0.758932,-1,-1,4
0.066373,0.603616,0,5,5
0.12714,0.501034,-1,-1,31
0.220244,0.428973,1,16,16
0.505155,0.853468,-1,-1,9
0.831314,0.925878,-1,-1,23
0.656055,0.884076,2,7,7
0.743048,0.455297,3,26,26
0.693993,0.446289,-1,-1,26
0.750262,0.317209,-1,-1,27
0.724631,0.466403,-1,-1,26
0.234077,0.263163,4,3,3
0.847779,0.108198,10,1,1
0.23917,0.683635,5,21,21
0.222535,0.707684,5,21,21
0.335753,0.3793,-1,-1,17
0.11059,0.944243,-1,-1,20
0.216849,0.444365,1,16,16
0.103546,0.589886,-1,-1,5
0.080801,0.615597,0,5,5
0.27838,0.774848,-1,-1,28
0.769188,0.901392,-1,-1,23
0.351369,0.650403,6,10,10
0.22262,0.38892,1,16,16
0.830974,0.409209,7,12,12
0.178487,0.253281,8,8,3
0.510672,0.27873,-1,-1,2
0.490472,0.675589,25,25,29
0.443963,0.239114,9,9,13
0.268196,0.20457,-1,-1,3
0.313856,0.416118,-1,-1,17
0.381413,0.853817,24,24,22
0.435306,0.691068,-1,-1,29
0.859236,0.409384,7,12,12
0.8931,0.670255,22,24,24
0.842262,0.115194,10,1,1
0.794649,0.185593,-1,-1,11
0.608697,0.666057,-1,-1,15
0.102188,0.886787,11,20,20
0.431317,0.248209,9,9,13
0.657753,0.602392,-1,-1,15
0.550221,0.295696,12,2,2
0.70528,0.177198,16,11,11
0.371144,0.143791,-1,-1,19
0.714277,0.081525,27,25,25
0.910583,0.680224,22,24,24
0.842686,0.229669,-1,-1,6
0.197838,0.43903,1,16,16
0.194188,0.257567,8,8,3
0.677273,0.071992,-1,-1,25
0.498535,0.406498,26,26,14
0.189351,0.22311,-1,-1,3
0.746782,0.464567,3,26,26
0.732863,0.29351,-1,-1,27
0.558624,0.830643,13,9,9
0.428262,0.897631,14,14,22
0.50507,0.713719,-1,-1,29
0.027672,0.633612,-1,-1,5
0.907613,0.521148,15,18,18
0.531465,0.377901,-1,-1,14
0.716823,0.158308,16,11,11
0.096926,0.471038,-1,-1,31
0.843535,0.26089,-1,-1,6
0.064675,0.216989,17,30,30
0.403734,0.857141,24,24,22
0.930018,0.672616,-1,-1,24
0.39007,0.897456,18,22,22
