x,y,cellId,label-gC,label-GT
0.12197,0.078515,0,1,1
0.819843,0.130489,1,4,2
0.94622,0.110671,2,4,4
0.312312,0.851918,3,5,5
0.189531,0.831456,4,5,5
0.211187,0.182169,5,1,1
0.53022,0.362814,6,0,0
0.563987,0.363473,7,0,0
0.53374,0.143456,8,1,1
0.599886,0.019673,9,-1,-1
0.569268,0.134619,10,1,1
0.524083,0.82372,11,5,5
0.115173,0.171473,12,1,1
0.237905,0.146944,13,1,1
0.55122,0.569348,14,7,7
0.769105,0.231598,15,4,4
0.326386,0.294802,16,0,0
0.841171,0.846694,17,4,4
0.73898,0.549974,18,3,3
0.460646,0.576772,19,7,7
0.365406,0.829249,20,5,5
0.653914,0.294153,21,0,0
0.854065,0.141786,22,4,2
0.379027,0.363271,23,0,0
0.150606,0.308654,24,0,0
0.589145,0.931751,25,5,5
0.032378,0.647981,26,7,7
0.462715,0.573028,27,7,7
0.29903,0.339071,28,0,0
0.192453,0.219353,29,1,1
0.891859,0.406471,30,4,4
0.341269,0.321026,31,0,0
0.235518,0.181202,32,1,1
0.40435,0.793614,33,5,5
0.226288,0.1632,34,1,1
0.76701,0.570019,35,3,3
0.225666,0.533031,36,-1,-1
0.362243,0.435656,37,6,6
0.294722,0.592275,38,7,7
0.100635,0.158715,39,1,1
0.532561,0.164056,40,1,1
0.633452,0.277384,41,0,0
0.403222,0.315085,42,0,0
0.19886,0.590304,43,7,7
0.465455,0.6442,44,7,7
0.674324,0.829816,45,5,5
0.109875,0.525169,46,7,7
0.800929,0.220238,47,4,4
0.243353,0.923913,48,5,5
0.103932,0.235511,49,1,1
0.09959,0.251209,49,1,-1
0.871495,0.192894,50,4,2
0.565279,0.788894,51,5,5
0.848423,0.088504,52,4,2
0.932394,0.117607,53,4,4
0.491353,0.759005,54,5,5
0.720229,0.435725,55,-1,3
0.550597,0.684405,56,7,7
0.455373,0.115835,57,1,1
0.600637,0.143779,58,1,1
0.284432,0.763579,59,5,5
0.073988,0.560732,60,7,7
0.207055,0.484536,61,-1,-1
0.093386,0.933541,62,5,5
0.865345,0.714595,63,4,4
0.27374,0.317755,64,0,0
0.405204,0.140504,65,1,1
0.247446,0.597056,66,7,7
0.914078,0.368816,67,4,4
0.562001,0.767501,68,5,5
0.149614,0.751624,69,-1,-1
0.456599,0.657259,44,7,7
0.28665,0.143398,70,1,1
0.513803,0.783358,71,5,5
0.179843,0.780021,72,5,5
0.93674,0.240073,73,4,4
0.292624,0.155518,74,1,1
0.671335,0.855656,75,5,5
0.735704,0.550807,18,3,3
0.569571,0.318153,76,0,0
0.516557,0.502245,77,-1,-1
0.048671,0.075558,78,1,1
0.515505,0.181626,79,1,1
0.856622,0.395082,80,4,4
0.00986,0.328132,81,0,0
0.46718,0.351962,82,0,0
0.432262,0.349974,83,0,0
0.345681,0.796278,84,5,5
0.832778,0.167407,85,4,2
0.333129,0.565471,86,7,7
0.410842,0.104115,87,1,1
0.223091,0.67372,88,7,7
0.577472,0.179075,89,1,1
0.8106,0.791035,90,4,4
0.519119,0.639402,91,7,7
0.435973,0.499673,92,6,6
0.764542,0.539835,93,3,3
0.834596,0.517301,94,4,4
0.734581,0.80664,95,-1,3
0.826656,0.176741,96,4,2
0.275049,0.573313,97,7,7
0.354412,0.281045,98,0,0
0.835492,0.133,99,4,2
0.611937,0.270075,100,0,0
0.422094,0.762376,101,5,5
0.43033,0.258513,102,0,0
0.448328,0.368002,103,0,0
0.068676,0.62548,104,7,7
0.764904,0.586489,105,-1,3
0.446906,0.914459,106,5,5
0.070334,0.226969,107,1,1
0.367804,0.685558,108,5,5
0.801401,0.243296,109,4,4
0.57579,0.561158,110,7,7
0.497324,0.171207,111,1,1
0.267596,0.896558,112,5,5
0.357173,0.807647,84,5,5
0.66365,0.811774,113,5,5
0.135924,0.603049,114,7,7
0.274181,0.133953,115,1,1
0.160029,0.813944,116,5,5
0.236616,0.343819,117,0,0
0.345387,0.621788,118,7,7
0.27579,0.151784,119,1,1
0.459814,0.857214,120,5,5
0.360613,0.178899,121,1,1
0.268361,0.571713,97,7,7
0.888787,0.543845,122,4,4
0.458387,0.799715,123,5,5
0.257794,0.649209,124,7,7
0.473796,0.800953,125,5,5
0.410209,0.260845,126,0,0
0.349219,0.203826,127,1,1
0.564258,0.577969,128,7,7
0.080219,0.308376,129,0,0
0.785705,0.649108,130,-1,3
0.08855,0.348769,131,0,0
0.699604,0.694541,132,-1,3
0.280501,0.200591,133,1,1
0.272023,0.283409,134,0,0
0.415128,0.371031,135,0,0
0.031899,0.575078,136,7,7
0.835443,0.105264,52,4,2
0.053508,0.658009,137,7,7
0.857878,0.417096,138,4,4
0.325529,0.449861,139,6,6
0.136977,0.084616,140,1,1
0.841611,0.756424,141,4,4
0.829214,0.180315,96,4,2
0.857063,0.414108,138,4,4
0.821606,0.348068,142,4,4
0.541003,0.301266,143,0,0
0.431377,0.618929,144,7,7
0.773135,0.727854,145,-1,3
0.86246,0.370424,146,4,4
0.818755,0.129226,1,4,2
0.452404,0.619741,147,7,7
0.842588,0.859962,148,4,4
0.11661,0.251896,149,1,-1
0.348636,0.45488,150,6,6
0.257715,0.154165,119,1,1
0.300472,0.817494,151,5,5
0.262909,0.59084,152,7,7
0.858928,0.746478,153,4,4
0.417144,0.756682,101,5,5
0.467551,0.861228,120,5,5
0.039668,0.149268,154,1,1
0.594574,0.649336,155,7,7
0.357685,0.687565,156,5,5
0.151859,0.830798,157,5,5
0.525791,0.881186,158,5,5
0.48685,0.862454,159,5,5
0.919648,0.821569,160,-1,-1
0.642161,0.799409,161,5,5
0.642542,0.893292,162,5,5
0.582827,0.820485,163,5,5
0.700168,0.790407,164,-1,3
0.229489,0.830647,165,5,5
0.273035,0.197216,166,1,1
0.309462,0.179807,167,1,1
0.054219,0.02716,168,-1,-1
0.366351,0.150767,169,1,1
0.598485,0.350019,170,0,0
0.107757,0.216501,171,1,1
0.386432,0.612487,172,7,7
0.869058,0.711395,63,4,4
0.203531,0.194572,173,1,1
0.622223,0.6222,174,7,7
0.856095,0.599955,175,4,4
0.15536,0.204071,176,1,1
0.963,0.272278,177,-1,-1
0.880344,0.418442,30,4,4
0.94515,0.269899,178,4,4
0.837932,0.7552,141,4,4
0.392801,0.522214,179,-1,-1
0.488259,0.914579,180,5,5
0.051908,0.15012,181,1,1
0.321679,0.487487,182,6,6
0.350106,0.672045,183,5,5
0.169118,0.611866,184,7,7
0.72476,0.538172,18,3,3
0.715371,0.270454,185,-1,-1
0.35407,0.767355,186,5,5
0.098,0.634908,187,7,7
0.927085,0.186384,188,4,4
0.431843,0.865586,189,5,5
0.749155,0.199007,190,4,4
0.351206,0.145306,191,1,1
0.323458,0.723814,192,5,5
0.763606,0.028553,193,-1,-1
0.620308,0.390727,194,0,0
0.374321,0.609329,195,7,7
0.544311,0.262518,196,0,0
0.15435,0.621353,197,7,7
0.537977,0.17436,198,1,1
0.299705,0.636586,199,7,7
0.149099,0.797224,200,5,5
0.711522,0.875362,201,-1,3
0.442338,0.646299,202,7,7
0.047829,0.633329,203,7,7
0.538163,0.681786,56,7,7
0.088414,0.578466,204,7,7
0.374478,0.736845,205,5,5
0.484258,0.124308,206,1,1
0.947099,0.115362,2,4,4
0.021947,0.584751,136,7,7
0.345435,0.725414,207,5,5
0.322351,0.613513,208,7,7
0.287978,0.300687,209,0,0
0.272436,0.188984,210,1,1
0.77222,0.264064,211,4,4
0.235295,0.209353,212,1,1
0.855928,0.181275,213,4,2
0.040758,0.14456,214,1,1
0.352953,0.329078,31,0,0
0.889155,0.297353,215,-1,4
0.568019,0.712882,216,7,7
0.559473,0.833245,217,5,5
0.414299,0.463412,218,6,6
0.417987,0.470746,219,6,6
0.13344,0.86412,220,5,5
0.128032,0.70468,221,7,7
0.851991,0.501965,222,4,4
0.517099,0.570816,223,7,7
0.919865,0.159965,224,4,4
0.152787,0.658936,225,7,7
0.179957,0.085814,226,1,1
0.551535,0.763892,227,5,5
0.285151,0.180456,228,1,1
0.536416,0.320078,229,0,0
0.490262,0.360685,230,0,0
0.775026,0.548664,231,3,3
0.006476,0.756875,232,-1,-1
0.099157,0.552104,233,7,7
0.078351,0.339205,234,0,0
0.120593,0.631548,235,7,7
0.885353,0.484624,236,4,4
0.90703,0.36464,67,4,4
0.365439,0.437861,37,6,6
0.488845,0.283402,237,0,0
0.641545,0.328464,238,0,0
0.342717,0.356609,239,0,0
0.506958,0.389774,240,0,0
0.214771,0.629271,241,7,7
0.775906,0.661056,242,-1,3
0.37442,0.330744,243,0,0
0.77719,0.4114,244,3,3
0.292987,0.781849,245,5,5
0.53998,0.906711,246,5,5
0.129404,0.135461,247,1,1
0.607199,0.588946,248,7,7
0.302026,0.274765,249,0,0
0.24386,0.630341,250,7,7
0.774233,0.604247,251,-1,3
0.274622,0.111706,252,1,1
0.123355,0.186482,12,1,1
0.211803,0.555701,253,7,7
0.70225,0.619816,254,-1,3
0.297168,0.365122,255,0,0
0.343955,0.808052,84,5,5
0.292075,0.467958,256,6,6
0.712678,0.617715,254,-1,3
0.516171,0.348473,257,0,0
0.91155,0.255793,258,4,4
0.484994,0.166146,259,1,1
0.161184,0.164795,260,1,1
0.135768,0.417228,261,-1,-1
0.182409,0.217421,262,1,1
0.888176,0.86228,263,4,4
0.846685,0.554666,264,4,4
0.285112,0.456518,256,6,6
0.201912,0.212388,173,1,1
0.870737,0.206033,50,4,2
0.183786,0.503586,265,-1,-1
0.809381,0.307699,266,4,4
0.303901,0.205315,267,1,1
0.545027,0.693788,56,7,7
0.063017,0.801666,268,5,5
0.543222,0.315551,143,0,0
0.532865,0.289148,269,0,0
0.400958,0.683751,270,5,5
0.538164,0.6342,271,7,7
0.588573,0.573784,110,7,7
0.849686,0.317946,272,4,4
0.755839,0.759021,273,-1,3
0.336298,0.859,274,5,5
0.06923,0.806028,275,5,5
0.191102,0.880464,276,5,5
0.884791,0.626925,277,4,4
0.729645,0.465941,278,-1,3
0.893757,0.602416,279,4,4
0.037839,0.100784,280,1,1
0.1098,0.572099,281,7,7
0.404911,0.308052,282,0,0
0.077102,0.105315,283,1,1
0.886296,0.699002,284,4,4
0.697606,0.364659,285,-1,-1
0.562947,0.920228,286,5,5
0.904219,0.543511,287,4,4
0.411039,0.373009,135,0,0
0.85577,0.175918,213,4,2
0.160154,0.08676,288,1,1
0.874194,0.461409,289,4,4
0.596804,0.554129,290,7,7
0.59662,0.560647,290,7,7
0.365115,0.757998,291,5,5
0.855399,0.764299,153,4,4
0.275886,0.639656,124,7,7
0.269101,0.470087,292,6,6
0.650885,0.832445,293,5,5
0.088858,0.289885,294,-1,0
0.854345,0.264129,295,-1,-1
0.859253,0.310388,296,4,4
0.77135,0.551918,231,3,3
0.190203,0.493725,265,-1,-1
0.877518,0.741958,297,4,4
0.486836,0.573753,298,7,7
0.42926,0.357779,83,0,0
0.777515,0.270308,211,4,4
0.398613,0.928419,299,5,5
0.478971,0.387144,300,0,0
0.342758,0.334885,31,0,0
0.042567,0.121341,301,1,1
0.029624,0.124527,302,1,1
0.244482,0.323207,303,0,0
0.941354,0.119948,2,4,4
0.937829,0.185944,304,4,4
0.564914,0.826308,305,5,5
0.057176,0.851492,306,5,5
0.536742,0.704576,307,7,7
0.777855,0.384572,308,3,3
0.397068,0.865791,309,5,5
0.788514,0.262224,310,4,4
0.858423,0.599699,175,4,4
0.050088,0.800579,268,5,5
0.288344,0.482082,311,6,6
0.640623,0.298936,312,0,0
0.245373,0.633002,250,7,7
0.895901,0.49296,313,4,4
0.293384,0.121414,314,1,1
0.781223,0.509224,315,-1,3
0.247124,0.879494,316,-1,5
0.82844,0.290833,317,4,4
0.246906,0.170162,318,1,1
0.805023,0.264828,310,4,4
0.218837,0.109784,319,1,1
0.248197,0.930934,48,5,5
0.549685,0.552402,320,7,7
0.282594,0.203965,133,1,1
0.173973,0.659833,321,7,7
0.605081,0.685753,322,7,7
0.357001,0.805176,84,5,5
0.197364,0.166628,323,1,1
0.817829,0.772071,324,4,4
0.302806,0.148299,325,1,1
0.342413,0.172708,121,1,1
0.437747,0.710332,326,5,5
0.080642,0.428718,327,-1,-1
0.846453,0.609572,328,4,4
0.451473,0.07528,329,-1,-1
0.948524,0.238638,73,4,4
0.605381,0.650555,330,7,7
0.484214,0.384967,300,0,0
0.093899,0.257386,331,0,-1
0.398256,0.158047,332,1,1
0.375871,0.704405,333,5,5
0.54458,0.521021,334,7,7
0.608678,0.124049,335,1,1
0.377056,0.697654,108,5,5
0.937991,0.162652,336,4,4
0.366203,0.613487,195,7,7
0.392696,0.116254,337,1,1
0.605596,0.905449,338,5,5
0.372496,0.555313,339,7,7
0.412525,0.205598,340,1,1
0.861381,0.798995,341,4,4
0.809945,0.326791,342,4,4
0.883919,0.759508,343,4,4
0.405347,0.580238,344,7,7
0.406452,0.611805,345,7,7
0.058422,0.567932,346,7,7
0.506659,0.168167,347,1,1
0.630282,0.119226,348,1,1
0.046564,0.143473,349,1,1
0.407436,0.554047,350,7,7
0.737296,0.121191,351,4,4
0.20876,0.301167,352,0,0
0.968319,0.11976,353,4,4
0.282153,0.932896,354,5,5
0.374858,0.152671,169,1,1
0.812869,0.772972,324,4,4
0.864388,0.213878,355,4,2
0.830534,0.706388,356,4,4
0.551829,0.688207,56,7,7
0.640525,0.329638,238,0,0
0.919773,0.280245,357,4,4
0.661891,0.589642,358,7,7
0.578361,0.170911,89,1,1
0.305489,0.826362,151,5,5
0.556114,0.296645,359,0,0
0.405432,0.626478,360,7,7
0.084942,0.640054,361,7,7
