0.305882,0.82807,5,5,2
0.955882,0.205263,0,3,3
0.310294,0.057895,1,4,4
0.202941,0.601754,2,2,2
0.298529,0.291228,1,4,4
0.839706,0.726316,3,6,6
0.257353,0.32807,1,4,4
0.848529,0.921053,3,6,6
0.123529,0.119298,4,5,5
0.245588,0.089474,1,4,4
0.905882,0.663158,3,6,6
0.079412,0.068421,4,5,5
0.575,0.224561,1,4,4
0.869118,0.721053,3,6,6
0.264706,0.649123,2,2,2
0.941176,0.185965,0,3,3
0.413235,0.263158,1,4,4
0.130882,0.717544,2,2,2
0.444118,0.336842,1,4,4
0.466176,0.059649,1,4,4
0.880882,0.338596,0,3,3
0.960294,0.292982,0,3,3
0.369118,0.124561,1,4,4
0.155882,0.317544,1,4,7
0.866176,0.535088,3,6,6
0.107353,0.080702,4,5,5
0.841176,0.315789,0,3,3
0.110294,0.059649,4,5,5
0.523529,0.112281,1,4,4
0.367647,0.184211,1,4,4
0.823529,0.645614,3,6,6
0.129412,0.798246,2,2,2
0.114706,0.350877,1,4,7
0.067647,0.663158,2,2,2
0.120588,0.098246,4,5,5
0.054412,0.064912,4,5,5
0.076471,0.675439,2,2,2
0.873529,0.936842,3,6,6
0.272059,0.561404,2,2,2
0.919118,0.55614,3,6,6
0.164706,0.847368,2,2,2
0.452941,0.073684,1,4,4
0.210294,0.333333,1,4,4
0.542647,0.078947,1,4,4
0.969118,0.159649,0,3,3
0.795588,0.607018,3,6,6
0.163235,0.910526,2,2,2
0.175,0.747368,2,2,2
0.458824,0.298246,1,4,4
0.813235,0.9,3,6,6
0.125,0.07193,4,5,5
0.320588,0.133333,1,4,4
0.35,0.914035,5,5,2
0.338235,0.177193,1,4,4
0.954412,0.091228,0,3,3
0.875,0.554386,3,6,6
0.626471,0.740351,-1,-1,1
0.973529,0.210526,0,3,3
0.907353,0.764912,3,6,6
0.917647,0.92807,3,6,6
0.186765,0.568421,2,2,2
0.332353,0.273684,1,4,4
0.460294,0.114035,1,4,4
0.964706,0.352632,-1,-1,3
0.260294,0.291228,1,4,4
0.079412,0.377193,1,4,7
0.9,0.138596,0,3,3
0.091176,0.740351,2,2,2
0.963235,0.694737,3,6,6
0.236765,0.266667,1,4,4
0.504412,0.098246,1,4,4
0.907353,0.291228,0,3,3
0.077941,0.852632,2,2,2
0.441176,0.321053,1,4,4
0.389706,0.305263,1,4,4
0.141176,0.064912,4,5,5
0.208824,0.184211,1,4,4
0.094118,0.052632,4,5,5
0.854412,0.377193,0,3,3
0.223529,0.124561,1,4,4
0.311765,0.877193,5,5,2
0.519118,0.8,6,6,1
0.327941,0.957895,5,5,2
0.501471,0.305263,1,4,4
0.217647,0.317544,1,4,4
0.048529,0.691228,2,2,2
0.144118,0.385965,1,4,7
0.176471,0.392982,1,4,7
0.1,0.717544,2,2,2
0.197059,0.37193,1,4,7
0.454412,0.801754,6,6,1
0.504412,0.680702,7,1,1
0.307353,0.912281,5,5,2
0.580882,0.275439,1,4,4
0.527941,0.305263,1,4,4
0.195588,0.715789,2,2,2
0.810294,0.607018,3,6,6
0.779412,0.705263,3,6,6
0.801471,0.62807,3,6,6
0.616176,0.189474,1,4,4
0.492647,0.124561,1,4,4
0.588235,0.149123,1,4,4
0.273529,0.94386,5,5,2
0.445588,0.015789,1,4,4
0.807353,0.296491,0,3,3
0.825,0.114035,0,3,3
0.357353,0.196491,1,4,4
0.901471,0.108772,0,3,3
0.941176,0.685965,3,6,6
0.294118,0.970175,5,5,2
0.117647,0.610526,2,2,2
0.067647,0.863158,2,2,2
0.957353,0.135088,0,3,3
0.276471,0.150877,1,4,4
0.082353,0.587719,2,2,2
0.585294,0.24386,1,4,4
0.054412,0.049123,4,5,5
0.436765,0.219298,1,4,4
0.260294,0.894737,5,5,2
0.392647,0.135088,1,4,4
0.320588,0.547368,-1,-1,2
0.297059,0.694737,-1,-1,2
0.939706,0.394737,-1,-1,3
0.15,0.07193,4,5,5
0.305882,0.1,1,4,4
0.186765,0.880702,2,2,2
0.195588,0.945614,5,5,2
0.452941,0.108772,1,4,4
0.110294,0.07193,4,5,5
0.288235,0.147368,1,4,4
0.354412,0.221053,1,4,4
0.575,0.77193,8,8,1
0.838235,0.184211,0,3,3
0.814706,0.35614,0,3,3
0.311765,0.336842,1,4,4
0.257353,0.068421,1,4,4
0.927941,0.257895,0,3,3
0.529412,0.740351,7,1,1
0.070588,0.833333,2,2,2
0.916176,0.624561,3,6,6
0.222059,0.801754,2,2,2
0.504412,0.826316,6,6,1
0.927941,0.640351,3,6,6
0.969118,0.64386,3,6,6
0.483824,0.084211,1,4,4
0.532353,0.089474,1,4,4
0.583824,0.715789,-1,-1,1
0.563235,0.129825,1,4,4
0.15,0.340351,1,4,7
0.332353,0.210526,1,4,4
0.605882,0.147368,1,4,4
0.917647,0.750877,3,6,6
0.563235,0.82807,8,8,1
0.117647,0.380702,1,4,7
0.094118,0.096491,4,5,5
0.430882,0.147368,1,4,4
0.532353,0.22807,1,4,4
0.801471,0.664912,3,6,6
0.239706,0.721053,2,2,2
0.866176,0.25614,0,3,3
0.929412,0.721053,3,6,6
0.105882,0.850877,2,2,2
0.520588,0.321053,1,4,4
0.286765,0.052632,1,4,4
0.910294,0.178947,0,3,3
0.770588,0.784211,-1,-1,6
0.038235,0.745614,2,2,2
0.847059,0.278947,0,3,3
0.485294,0.335088,1,4,4
0.435294,0.273684,1,4,4
0.979412,0.782456,3,6,6
0.897059,0.273684,0,3,3
0.307353,0.226316,1,4,4
0.426471,0.236842,1,4,4
0.085294,0.308772,-1,-1,7
0.902941,0.194737,0,3,3
0.295588,0.164912,1,4,4
0.582353,0.173684,1,4,4
0.607353,0.266667,1,4,4
0.142647,0.887719,2,2,2
0.357353,0.273684,1,4,4
0.886765,0.37193,0,3,3
0.275,0.607018,2,2,2
0.291176,0.357895,1,4,4
0.851471,0.617544,3,6,6
0.288235,0.907018,5,5,2
0.389706,0.357895,1,4,4
0.95,0.598246,3,6,6
0.352941,0.066667,1,4,4
0.185294,0.903509,2,2,2
0.514706,0.714035,7,1,1
0.105882,0.419298,1,4,7
0.570588,0.3,1,4,4
0.063235,0.345614,1,4,7
0.163235,0.37193,1,4,7
0.091176,0.859649,2,2,2
0.401471,0.045614,1,4,4
0.907353,0.592982,3,6,6
0.330882,0.252632,1,4,4
0.935294,0.152632,0,3,3
0.292647,0.857895,5,5,2
0.325,0.359649,1,4,4
0.889706,0.612281,3,6,6
0.236765,0.561404,2,2,2
0.367647,0.549123,-1,-1,2
0.917647,0.094737,0,3,3
0.289706,0.321053,1,4,4
0.127941,0.585965,2,2,2
0.252941,0.85614,5,5,2
0.322059,0.182456,1,4,4
0.105882,0.652632,2,2,2
0.276471,0.1,1,4,4
0.585294,0.761404,8,8,1
0.186765,0.670175,2,2,2
0.230882,0.701754,2,2,2
0.839706,0.636842,3,6,6
0.883824,0.608772,3,6,6
0.895588,0.559649,3,6,6
0.247059,0.622807,2,2,2
0.297059,0.261404,1,4,4
0.804412,0.721053,3,6,6
0.4,0.187719,1,4,4
0.888235,0.44386,3,6,3
0.138235,0.412281,1,4,7
0.370588,0.114035,1,4,4
0.217647,0.535088,2,2,2
0.422059,0.32807,1,4,4
0.564706,0.149123,1,4,4
0.142647,0.363158,1,4,7
0.829412,0.368421,0,3,3
0.104412,0.124561,4,5,5
0.822059,0.742105,3,6,6
0.880882,0.842105,3,6,6
0.316176,0.931579,5,5,2
0.476471,0.696491,7,1,1
0.023529,0.714035,2,2,2
0.204412,0.642105,2,2,2
0.160294,0.550877,2,2,2
0.135294,0.092982,4,5,5
0.338235,0.361404,1,4,4
0.589706,0.329825,1,4,4
0.558824,0.061404,1,4,4
0.330882,0.236842,1,4,4
0.033824,0.661404,2,2,2
0.511765,0.066667,1,4,4
0.069118,0.814035,2,2,2
0.845588,0.657895,3,6,6
0.875,0.196491,0,3,3
0.470588,0.021053,1,4,4
0.133824,0.778947,2,2,2
0.533824,0.752632,7,1,1
0.625,0.801754,8,8,1
0.876471,0.115789,0,3,3
0.314706,0.075439,1,4,4
0.872059,0.101754,0,3,3
0.860294,0.377193,0,3,3
0.111765,0.889474,2,2,2
0.326471,0.091228,1,4,4
0.163235,0.870175,2,2,2
0.392647,0.32807,1,4,4
0.269118,0.582456,2,2,2
0.769118,0.668421,3,6,6
