id,Label,Number_Points,x,y,25
0,0,41,0.136525,0.458638,25625
1,1,18,0.939957,0.394709,11250
2,2,41,0.134631,0.699196,25625
3,3,50,0.099231,0.699374,31250
4,4,10,0.806487,0.332649,6250
5,5,28,0.380198,0.538383,17500
6,6,45,0.784021,0.663209,28125
7,7,32,0.421975,0.180759,20000
8,8,35,0.377214,0.420945,21875
9,9,61,0.580447,0.49884,38125
10,10,22,0.46209,0.494765,13750
11,11,28,0.623571,0.739117,17500
12,12,3,0.130698,0.054403,1875
13,13,48,0.260999,0.419312,30000
14,14,44,0.776742,0.460631,27500
15,15,29,0.938698,0.66634,18125
16,16,33,0.938761,0.492235,20625
17,17,48,0.94238,0.461503,30000
18,18,20,0.287679,0.494152,12500
19,19,11,0.854096,0.447061,6875
20,20,10,0.712226,0.652219,6250
21,21,28,0.290851,0.45562,17500
22,22,40,0.055038,0.575651,25000
23,23,35,0.05554,0.458077,21875
24,24,2,0.668418,0.370614,1250
25,25,36,0.895534,0.498029,22500
26,26,41,0.375581,0.464569,25625
27,27,1,0.919427,0.880946,625
28,28,1,0.34729,0.971342,625
29,29,33,0.737662,0.661268,20625
30,30,45,0.101286,0.177725,28125
31,31,40,0.779623,0.218764,25000
32,32,18,0.138684,0.737028,11250
33,33,29,0.066352,0.702427,18125
34,34,28,0.897133,0.255198,17500
35,35,24,0.789823,0.619731,15000
36,36,26,0.89201,0.54111,16250
37,37,32,0.625103,0.379273,20000
38,38,11,0.771208,0.772467,6875
39,39,42,0.746187,0.739647,26250
40,40,13,0.790319,0.583361,8125
41,41,28,0.453509,0.220617,17500
42,42,31,0.46291,0.540905,19375
43,43,23,0.262851,0.667694,14375
44,44,10,0.747585,0.146597,6250
45,45,34,0.578846,0.427982,21250
46,46,3,0.340441,0.295971,1875
47,47,47,0.941638,0.740833,29375
48,48,4,0.778816,0.941824,2500
49,49,33,0.388479,0.699919,20625
50,50,48,0.741096,0.218845,30000
51,51,28,0.058335,0.620637,17500
52,52,26,0.545769,0.459119,16250
53,53,42,0.899469,0.221314,26250
54,54,56,0.782596,0.49662,35000
55,55,3,0.661744,0.539016,1875
56,56,37,0.457774,0.620552,23125
57,57,43,0.25767,0.741369,26875
58,58,25,0.22694,0.343132,15625
59,59,30,0.81447,0.452818,18750
60,60,19,0.747455,0.77123,11875
61,61,27,0.704781,0.456044,16875
62,62,47,0.099136,0.738676,29375
63,63,49,0.456922,0.261054,30625
64,64,22,0.128447,0.224401,13750
65,65,32,0.385421,0.62103,20000
66,66,11,0.570635,0.58468,6875
67,67,30,0.460692,0.33979,18750
68,68,3,0.027268,0.902219,1875
69,69,24,0.891465,0.62068,15000
70,70,23,0.067646,0.184427,14375
71,71,28,0.26181,0.49297,17500
72,72,4,0.735968,0.104074,2500
73,73,32,0.623089,0.701763,20000
74,74,21,0.549973,0.578574,13125
75,75,5,0.656385,0.13418,3125
76,76,15,0.338433,0.444757,9375
77,77,3,0.858069,0.185745,1875
78,78,28,0.550179,0.739916,17500
79,79,36,0.619677,0.224195,22500
80,80,29,0.22664,0.423716,18125
81,81,45,0.257628,0.698615,28125
82,82,23,0.729831,0.618978,14375
83,83,37,0.621268,0.618373,23125
84,84,40,0.419079,0.146342,25000
85,85,29,0.05056,0.539539,18125
86,86,45,0.78088,0.697063,28125
87,87,14,0.549698,0.336837,8750
88,88,21,0.23046,0.258773,13125
89,89,20,0.787641,0.297058,12500
90,90,4,0.104969,0.578599,2500
91,91,29,0.1351,0.50155,18125
