id,Label,Number_Points,x,y,47
0,0,6,0.115327,0.081942,13254
1,1,16,0.820056,0.136393,35344
2,2,11,0.947542,0.117933,24299
3,3,4,0.310194,0.862479,8836
4,4,10,0.180458,0.836987,22090
5,5,6,0.205022,0.1779,13254
6,6,7,0.524364,0.373413,15463
7,7,6,0.566171,0.37236,13254
8,8,5,0.540042,0.138546,11045
9,9,2,0.598943,0.011974,4418
10,10,11,0.56615,0.139438,24299
11,11,5,0.520785,0.819176,11045
12,12,11,0.117196,0.182216,24299
13,13,13,0.246463,0.13841,28717
14,14,7,0.54322,0.565736,15463
15,15,8,0.773412,0.220706,17672
16,16,12,0.332397,0.287277,26508
17,17,14,0.837301,0.843934,30926
18,18,6,0.736234,0.543384,13254
19,19,6,0.460103,0.58161,13254
20,20,2,0.372834,0.821005,4418
21,21,6,0.64503,0.287053,13254
22,22,6,0.859479,0.138671,13254
23,23,5,0.370583,0.372191,11045
24,24,7,0.154708,0.30461,15463
25,25,6,0.585798,0.926525,13254
26,26,4,0.035409,0.648828,8836
27,27,6,0.464928,0.567765,13254
28,28,7,0.310436,0.329423,15463
29,29,8,0.201815,0.221901,17672
30,30,12,0.882577,0.415314,26508
31,31,5,0.349234,0.331248,11045
32,32,9,0.246434,0.179551,19881
33,33,6,0.410246,0.801185,13254
34,34,7,0.222445,0.163452,15463
35,35,2,0.769272,0.569871,4418
36,36,1,0.225666,0.533031,2209
37,37,6,0.369809,0.440786,13254
38,38,9,0.289576,0.586518,19881
39,39,7,0.095528,0.156614,15463
40,40,14,0.542751,0.159927,30926
41,41,5,0.628887,0.280521,11045
42,42,6,0.395587,0.307825,13254
43,43,12,0.202567,0.5872,26508
44,44,9,0.457852,0.649237,19881
45,45,8,0.668823,0.837783,17672
46,46,2,0.114057,0.523913,4418
47,47,8,0.794887,0.219076,17672
48,48,6,0.247252,0.925762,13254
49,49,2,0.101761,0.24336,4418
50,50,13,0.863377,0.201793,28717
51,51,4,0.564062,0.799611,8836
52,52,9,0.843495,0.097915,19881
53,53,1,0.932394,0.117607,2209
54,54,4,0.490811,0.755309,8836
55,55,2,0.711786,0.439885,4418
56,56,15,0.544191,0.691072,33135
57,57,7,0.454101,0.114793,15463
58,58,12,0.604201,0.137353,26508
59,59,5,0.283184,0.751689,11045
60,60,9,0.072539,0.562432,19881
61,61,1,0.207055,0.484536,2209
62,62,3,0.091294,0.930744,6627
63,63,10,0.857835,0.711525,22090
64,64,5,0.270474,0.305199,11045
65,65,8,0.41355,0.137036,17672
66,66,10,0.246276,0.604305,22090
67,67,13,0.905088,0.372633,28717
68,68,4,0.561934,0.775269,8836
69,69,2,0.15246,0.749902,4418
70,70,9,0.285542,0.138605,19881
71,71,10,0.52106,0.775324,22090
72,72,9,0.180351,0.777407,19881
73,73,7,0.944463,0.243036,15463
74,74,12,0.287206,0.160611,26508
75,75,6,0.670968,0.86052,13254
76,76,7,0.564683,0.306652,15463
77,77,4,0.515818,0.499139,8836
78,78,8,0.051435,0.078104,17672
79,79,8,0.518505,0.180259,17672
80,80,8,0.857756,0.395791,17672
81,81,2,0.014379,0.324172,4418
82,82,7,0.461326,0.346875,15463
83,83,15,0.435607,0.350157,33135
84,84,10,0.348634,0.802237,22090
85,85,9,0.84008,0.160387,19881
86,86,10,0.331545,0.564799,22090
87,87,2,0.412255,0.103147,4418
88,88,9,0.221994,0.670519,19881
89,89,7,0.582072,0.176646,15463
90,90,4,0.817865,0.798535,8836
91,91,10,0.522412,0.646959,22090
92,92,7,0.432309,0.496813,15463
93,93,6,0.757575,0.538194,13254
94,94,13,0.8398,0.519384,28717
95,95,5,0.732225,0.797461,11045
96,96,10,0.821105,0.179652,22090
97,97,7,0.26654,0.570464,15463
98,98,5,0.354555,0.290415,11045
99,99,9,0.839903,0.136832,19881
100,100,11,0.610589,0.265927,24299
101,101,5,0.416013,0.760161,11045
102,102,7,0.437273,0.265132,15463
103,103,4,0.453609,0.371999,8836
104,104,8,0.071707,0.626528,17672
105,105,1,0.764904,0.586489,2209
106,106,6,0.455283,0.907534,13254
107,107,6,0.07259,0.22515,13254
108,108,4,0.369963,0.691181,8836
109,109,11,0.797799,0.244977,24299
110,110,10,0.587697,0.56336,22090
111,111,10,0.498685,0.180671,22090
112,112,10,0.262728,0.903385,22090
113,113,5,0.66686,0.823957,11045
114,114,6,0.135044,0.60616,13254
115,115,13,0.267214,0.139736,28717
116,116,5,0.162497,0.814379,11045
117,117,5,0.242414,0.349404,11045
118,118,3,0.352318,0.623174,6627
119,119,10,0.265849,0.158488,22090
120,120,6,0.458835,0.860772,13254
121,121,9,0.35227,0.179733,19881
122,122,14,0.88723,0.542534,30926
123,123,4,0.451679,0.800115,8836
124,124,7,0.266128,0.651809,15463
125,125,6,0.479439,0.800669,13254
126,126,8,0.416212,0.262603,17672
127,127,11,0.352132,0.204271,24299
128,128,7,0.559986,0.588254,15463
129,129,11,0.080771,0.307177,24299
130,130,8,0.776634,0.649849,17672
131,131,8,0.099779,0.346973,17672
132,132,1,0.699604,0.694541,2209
133,133,5,0.284741,0.204128,11045
134,134,6,0.263387,0.286278,13254
135,135,7,0.415463,0.373974,15463
136,136,12,0.031973,0.582212,26508
137,137,10,0.049397,0.649139,22090
138,138,8,0.862351,0.415635,17672
139,139,6,0.32672,0.455987,13254
140,140,3,0.136048,0.083731,6627
141,141,9,0.842402,0.75147,19881
142,142,11,0.818378,0.352718,24299
143,143,15,0.54132,0.309878,33135
144,144,7,0.432696,0.626675,15463
145,145,3,0.774719,0.734527,6627
146,146,8,0.861746,0.371472,17672
147,147,5,0.453342,0.627226,11045
148,148,8,0.842031,0.861634,17672
149,149,3,0.113268,0.24096,6627
150,150,11,0.353241,0.45592,24299
151,151,13,0.307846,0.821978,28717
152,152,6,0.264409,0.587018,13254
153,153,13,0.862367,0.756048,28717
154,154,6,0.036258,0.160776,13254
155,155,9,0.582308,0.648302,19881
156,156,4,0.355268,0.693437,8836
157,157,4,0.159825,0.840896,8836
158,158,6,0.521578,0.878306,13254
159,159,4,0.481549,0.863613,8836
160,160,2,0.921309,0.817586,4418
