id,Label,Number_Points,x,y,50
0,0,12,0.77108,0.850234,30000
1,1,4,0.768951,0.269636,10000
2,2,6,0.933719,0.767754,15000
3,3,13,0.850313,0.571013,32500
4,4,13,0.810018,0.590375,32500
5,5,9,0.191435,0.829751,22500
6,6,5,0.327505,0.564593,12500
7,7,14,0.43145,0.152009,35000
8,8,7,0.870627,0.310375,17500
9,9,4,0.715148,0.210729,10000
10,10,15,0.48893,0.750226,37500
11,11,6,0.193092,0.129204,15000
12,12,8,0.04703,0.789804,20000
13,13,8,0.428748,0.869944,20000
14,14,8,0.268804,0.652891,20000
15,15,10,0.35027,0.10898,25000
16,16,7,0.171996,0.588945,17500
17,17,1,0.124057,0.623409,2500
18,18,10,0.729878,0.891065,25000
19,19,9,0.131011,0.110237,22500
20,20,20,0.391232,0.309163,50000
21,21,10,0.187914,0.584307,25000
22,22,12,0.089901,0.828944,30000
23,23,9,0.32916,0.150683,22500
24,24,5,0.49176,0.62784,12500
25,25,12,0.272513,0.566325,30000
26,26,1,0.758884,0.974891,2500
27,27,4,0.065418,0.689847,10000
28,28,12,0.773217,0.64782,30000
29,29,1,0.542769,0.162339,2500
30,30,10,0.131783,0.292097,25000
31,31,7,0.772431,0.6282,17500
32,32,8,0.612766,0.79213,20000
33,33,12,0.8309,0.948326,30000
34,34,6,0.531819,0.707226,15000
35,35,5,0.267709,0.154512,12500
36,36,4,0.80647,0.811613,10000
37,37,9,0.229563,0.569882,22500
38,38,7,0.191517,0.31148,17500
39,39,5,0.537723,0.08827,12500
40,40,13,0.551096,0.587426,32500
41,41,9,0.75238,0.810564,22500
42,42,4,0.224536,0.391223,10000
43,43,14,0.250337,0.269403,35000
44,44,4,0.708623,0.43306,10000
45,45,5,0.851121,0.610241,12500
46,46,8,0.773577,0.812223,20000
47,47,6,0.549517,0.795542,15000
48,48,1,0.732777,0.543088,2500
49,49,5,0.844306,0.947487,12500
50,50,12,0.451348,0.889477,30000
51,51,6,0.333728,0.834323,15000
52,52,8,0.72814,0.091633,20000
53,53,13,0.731501,0.69077,32500
54,54,10,0.36759,0.851707,25000
55,55,15,0.812266,0.63005,37500
56,56,7,0.651708,0.628946,17500
57,57,12,0.929385,0.210568,30000
58,58,8,0.153207,0.19237,20000
59,59,6,0.771488,0.693272,15000
60,60,9,0.808323,0.366766,22500
61,61,8,0.453011,0.687576,20000
62,62,8,0.192261,0.84971,20000
63,63,8,0.811754,0.833603,20000
64,64,6,0.892813,0.669292,15000
65,65,7,0.247214,0.551282,17500
66,66,7,0.349305,0.913952,17500
67,67,9,0.634931,0.3097,22500
68,68,13,0.90973,0.83208,32500
69,69,11,0.233473,0.509657,27500
70,70,4,0.874013,0.211287,10000
71,71,8,0.069763,0.330419,20000
72,72,2,0.410204,0.68969,5000
73,73,4,0.067408,0.284403,10000
74,74,12,0.229596,0.730505,30000
75,75,13,0.212276,0.530326,32500
76,76,4,0.671256,0.645355,10000
77,77,8,0.15261,0.272263,20000
78,78,15,0.230218,0.690388,37500
79,79,4,0.312556,0.566184,10000
80,80,4,0.268616,0.185201,10000
81,81,12,0.88839,0.848805,30000
82,82,11,0.21114,0.310897,27500
83,83,11,0.888025,0.349374,27500
84,84,9,0.313774,0.167313,22500
85,85,14,0.870951,0.389149,35000
86,86,3,0.310951,0.731121,7500
87,87,2,0.346534,0.692167,5000
88,88,17,0.689702,0.291854,42500
89,89,1,0.24172,0.087026,2500
90,90,9,0.031376,0.633279,22500
91,91,5,0.107255,0.346357,12500
92,92,6,0.511291,0.870354,15000
93,93,2,0.182859,0.099372,5000
94,94,16,0.253039,0.768306,40000
95,95,16,0.449149,0.870927,40000
96,96,9,0.731107,0.134683,22500
97,97,11,0.908091,0.129074,27500
98,98,13,0.211064,0.110288,32500
99,99,6,0.854523,0.890814,15000
100,100,10,0.791492,0.946311,25000
101,101,7,0.193285,0.546566,17500
102,102,5,0.528455,0.747911,12500
103,103,11,0.189703,0.150755,27500
104,104,11,0.792834,0.666076,27500
105,105,14,0.429472,0.528761,35000
106,106,10,0.329001,0.84929,25000
107,107,12,0.431833,0.12953,30000
108,108,7,0.288191,0.27255,17500
109,109,9,0.18573,0.886777,22500
110,110,9,0.769324,0.487157,22500
111,111,9,0.306174,0.327477,22500
