id,Label,Number_Points,trip_seconds,trip_miles
0,0,1205,0.047760,0.010233
1,1,3727,0.029426,0.009888
2,2,1450,0.049825,0.026840
3,3,80,0.108897,0.001250
4,4,347,0.068623,0.006562
5,5,702,0.068405,0.030088
6,6,2272,0.012580,0.005070
7,7,71,0.109605,0.068606
8,8,65,0.109389,0.089277
9,9,118,0.089546,0.003610
10,10,147,0.089356,0.069701
11,11,466,0.034206,0.025897
12,12,4,0.249373,0.000000
13,13,31,0.130245,0.107129
14,14,10,0.191479,0.150500
15,15,70,0.090226,0.088229
16,16,4,0.189223,0.207750
17,17,468,0.070208,0.049038
18,18,274,0.089128,0.049409
19,19,35,0.130111,0.128571
20,20,35,0.149875,0.173857
21,21,192,0.087798,0.032016
22,22,6,0.248956,0.151000
23,23,115,0.108554,0.050026
24,24,9,0.166806,0.001111
25,25,16,0.151942,0.088500
26,26,209,0.069948,0.068340
27,27,32,0.130326,0.171687
28,28,19,0.149716,0.049158
29,29,39,0.071139,0.086026
30,30,355,0.051954,0.047197
31,31,44,0.052518,0.066773
32,32,19,0.249703,0.170684
33,33,28,0.111171,0.147571
34,34,6,0.191312,0.073500
35,35,13,0.169077,0.108769
36,36,35,0.128679,0.000457
37,37,8,0.193609,0.110375
38,38,34,0.109539,0.110324
39,39,1,0.263158,0.074000
40,40,38,0.035220,0.045000
41,41,8,0.171053,0.070500
42,42,21,0.131161,0.150143
43,43,26,0.148834,0.128577
44,44,34,0.091405,0.107029
45,45,25,0.149674,0.000000
46,46,3,0.209691,0.067000
47,47,44,0.110162,0.128318
48,48,2,0.162907,0.247500
49,49,36,0.129630,0.051167
50,50,15,0.230744,0.174133
51,51,19,0.149189,0.069895
52,52,15,0.151880,0.110400
53,53,43,0.129102,0.069721
54,54,6,0.211362,0.000000
55,55,5,0.096742,0.169200
56,56,1,0.288221,0.104000
57,57,1,0.393484,0.192000
58,58,5,0.185965,0.052000
59,59,23,0.110821,0.173435
60,60,19,0.211450,0.173000
61,61,12,0.072682,0.109083
62,62,54,0.108326,0.032019
63,63,2,0.313283,0.304000
64,64,1,0.293233,0.161000
65,65,7,0.170068,0.186000
66,66,26,0.190091,0.173038
67,67,7,0.168636,0.152143
68,68,4,0.313283,0.170750
69,69,5,0.329323,0.003400
70,70,14,0.170784,0.130429
71,71,13,0.212647,0.148385
72,72,6,0.231412,0.186500
73,73,1,0.448622,0.000000
74,74,4,0.167920,0.205000
75,75,24,0.169799,0.171583
76,76,8,0.191729,0.090250
77,77,3,0.182957,0.000000
78,78,12,0.188388,0.130167
79,79,16,0.093358,0.126312
80,80,3,0.228070,0.131667
81,81,6,0.017544,0.022833
82,82,15,0.130493,0.033867
83,83,38,0.129139,0.090132
84,84,1,0.318296,0.207000
85,85,2,0.433584,0.175000
86,86,1,0.543860,0.209000
87,87,5,0.231078,0.145000
88,88,16,0.148496,0.150688
89,89,4,0.092732,0.149250
90,90,3,0.228070,0.208667
91,91,3,0.269841,0.267000
92,92,4,0.174185,0.223750
93,93,7,0.209452,0.132286
94,94,3,0.386800,0.173000
95,95,3,0.291562,0.000000
96,96,2,0.295739,0.078000
97,97,1,0.323308,0.196000
98,98,2,0.228070,0.239000
99,99,8,0.271303,0.172250
100,100,7,0.230934,0.002429
101,101,2,0.250627,0.351500
102,102,4,0.151629,0.205500
103,103,9,0.126149,0.184556
104,104,1,0.393484,0.203000
105,105,2,0.268170,0.148500
106,106,11,0.151515,0.187182
107,107,4,0.210526,0.114250
108,108,1,0.228070,0.256000
109,109,1,0.182957,0.292000
110,110,7,0.170068,0.052857
111,111,2,0.122807,0.204000
112,112,1,0.298246,0.191000
113,113,10,0.192481,0.189800
114,114,1,0.573935,0.210000
115,115,1,0.187970,0.270000
116,116,2,0.350877,0.184000
117,117,2,0.348371,0.151500
118,118,6,0.146199,0.032500
119,119,3,0.329992,0.174333
120,120,1,0.243108,0.191000
121,121,12,0.170426,0.089750
122,122,2,0.250627,0.092500
123,123,3,0.071011,0.130000
124,124,1,0.363409,0.535000
125,125,1,0.293233,0.349000
126,126,3,0.353383,0.310000
127,127,1,0.483709,0.266000
128,128,1,0.348371,0.612000
129,129,2,0.275689,0.203500
130,130,3,0.346700,0.176333
131,131,3,0.248120,0.132333
132,132,1,0.223058,0.288000
133,133,1,0.318296,0.189000
134,134,4,0.286967,0.146500
135,135,1,0.598997,0.201000
136,136,3,0.273183,0.183000
137,137,1,0.313283,0.369000
138,138,1,0.203008,0.095000
139,139,1,0.373434,0.219000
140,140,2,0.313283,0.138500
141,141,4,0.057644,0.087500
142,142,3,0.109440,0.182333
143,143,2,0.408521,0.208500
144,144,1,0.448622,0.101000
145,145,1,0.333333,0.577000
146,146,1,0.403509,0.251000
147,147,1,0.348371,0.279000
148,148,1,0.077694,0.154000
149,149,1,0.328321,0.150000
150,150,1,0.368421,0.125000
151,151,1,0.508772,0.341000
152,152,1,0.368421,0.320000
153,153,1,0.293233,0.337000
154,154,1,0.358396,0.231000
155,155,1,0.393484,0.435000
156,156,1,0.398496,0.157000
157,157,1,0.323308,0.135000
158,158,1,0.308271,0.447000
159,159,1,0.378446,0.222000
160,160,1,0.293233,0.387000
