id,Label,Number_Points,trip_seconds,trip_miles
0,0,1,0.328321,0.197000
1,1,953,0.050565,0.026688
2,2,2612,0.029822,0.010711
3,3,21,0.171739,0.173143
4,4,6,0.188805,0.205667
5,5,666,0.068911,0.028842
6,6,1,0.203008,0.384000
7,7,202,0.051838,0.047124
8,8,1209,0.013361,0.006055
9,9,237,0.089517,0.049367
10,10,29,0.129548,0.172897
11,11,243,0.034355,0.025140
12,12,323,0.068787,0.014749
13,13,106,0.108384,0.029660
14,14,275,0.088594,0.030062
15,15,1245,0.048436,0.013945
16,16,19,0.130985,0.109579
17,17,98,0.070687,0.067224
18,18,17,0.112487,0.173471
19,19,335,0.069734,0.048328
20,20,116,0.089275,0.068250
21,21,51,0.091258,0.086686
22,22,38,0.129666,0.029974
23,23,1,0.248120,0.054000
24,24,39,0.131161,0.069128
25,25,26,0.129169,0.088538
26,26,136,0.109760,0.049316
27,27,16,0.151629,0.129250
28,28,46,0.110167,0.088152
29,29,78,0.089133,0.014628
30,30,22,0.074504,0.083864
31,31,58,0.109671,0.070052
32,32,1,0.408521,0.092000
33,33,2,0.355890,0.178500
34,34,5,0.313283,0.110200
35,35,1,0.353383,0.036000
36,36,19,0.150772,0.050947
37,37,5,0.231078,0.106800
38,38,1,0.388471,0.194000
39,39,17,0.109833,0.108353
40,40,10,0.090727,0.131600
41,41,3,0.136174,0.190333
42,42,2,0.115288,0.186500
43,43,1,0.583960,0.652000
44,44,4,0.210526,0.144750
45,45,22,0.131465,0.128591
46,46,8,0.171679,0.091500
47,47,6,0.170426,0.049000
48,48,4,0.072682,0.110000
49,49,12,0.271094,0.109833
50,50,11,0.108681,0.146364
51,51,10,0.168421,0.071000
52,52,18,0.211362,0.173333
53,53,15,0.149875,0.071333
54,54,3,0.092732,0.145333
55,55,19,0.148133,0.088053
56,56,7,0.267454,0.172571
57,57,4,0.190476,0.187250
58,58,11,0.128731,0.014727
59,59,1,0.313283,0.193000
60,60,29,0.148561,0.029724
61,61,17,0.106885,0.015176
62,62,6,0.187970,0.048333
63,63,22,0.149009,0.173591
64,64,24,0.129282,0.150208
65,65,7,0.172932,0.150429
66,66,8,0.211153,0.090750
67,67,5,0.212030,0.047800
68,68,7,0.231651,0.174429
69,69,6,0.189641,0.109000
70,70,21,0.093448,0.109667
71,71,7,0.169352,0.109714
72,72,3,0.228070,0.153000
73,73,54,0.128469,0.050074
74,74,3,0.311612,0.091333
75,75,6,0.211362,0.032833
76,76,8,0.167920,0.031250
77,77,4,0.289474,0.126000
78,78,11,0.150604,0.151364
79,79,1,0.503759,0.330000
80,80,1,0.182957,0.277000
81,81,2,0.165414,0.210000
82,82,5,0.189975,0.132800
83,83,2,0.208020,0.295000
84,84,25,0.055840,0.067040
85,85,4,0.334586,0.114750
86,86,1,0.318296,0.316000
87,87,1,0.503759,0.148000
88,88,6,0.229741,0.050000
89,89,5,0.207018,0.130800
90,90,3,0.186299,0.028000
91,91,4,0.190476,0.090500
92,92,11,0.151971,0.110909
93,93,8,0.192356,0.151750
94,94,6,0.146199,0.016000
95,95,8,0.188596,0.066250
96,96,5,0.251128,0.110000
97,97,4,0.169173,0.185500
98,98,1,0.263158,0.439000
99,99,1,0.268170,0.203000
100,100,21,0.108724,0.128333
101,101,1,0.443609,0.274000
102,102,2,0.348371,0.231000
103,103,10,0.035088,0.044800
104,104,1,0.383459,0.079000
105,105,18,0.189641,0.173333
106,106,2,0.250627,0.268500
107,107,6,0.333333,0.126000
108,108,2,0.210526,0.184000
109,109,2,0.393484,0.129500
110,110,2,0.167920,0.018500
111,111,1,0.343358,0.258000
112,112,1,0.393484,0.303000
113,113,2,0.270677,0.062000
114,114,1,0.268170,0.182000
115,115,4,0.210526,0.108750
116,116,1,0.253133,0.127000
117,117,1,0.293233,0.156000
118,118,7,0.211600,0.071286
119,119,1,0.283208,0.094000
120,120,2,0.348371,0.268000
121,121,3,0.231412,0.068333
122,122,1,0.283208,0.174000
123,123,1,0.258145,0.217000
124,124,10,0.149875,0.188500
125,125,1,0.218045,0.315000
126,126,2,0.270677,0.143500
127,127,1,0.338346,0.026000
128,128,1,0.192982,0.013000
129,129,1,0.493734,0.077000
130,130,2,0.446115,0.152000
131,131,2,0.313283,0.176000
132,132,1,0.363409,0.482000
133,133,3,0.253133,0.090333
134,134,1,0.634085,0.389000
135,135,2,0.215539,0.229000
136,136,2,0.255639,0.144000
137,137,1,0.308271,0.051000
138,138,1,0.283208,0.300000
139,139,1,0.303258,0.258000
140,140,1,0.378446,0.047000
141,141,1,0.308271,0.147000
142,142,1,0.278195,0.333000
143,143,1,0.248120,0.311000
144,144,2,0.313283,0.290000
145,145,1,0.418546,0.101000
146,146,1,0.468672,0.352000
147,147,1,0.157895,0.201000
148,148,7,0.288937,0.109714
149,149,1,0.548872,0.150000
150,150,1,0.348371,0.184000
151,151,4,0.370927,0.111500
152,152,1,0.323308,0.096000
153,153,2,0.185464,0.229500
154,154,1,0.343358,0.285000
155,155,2,0.165414,0.129000
156,156,1,0.228070,0.029000
157,157,1,0.418546,0.297000
158,158,4,0.226817,0.090250
159,159,1,0.408521,0.124000
160,160,1,0.187970,0.296000
161,161,2,0.090226,0.168500
162,162,1,0.308271,0.276000
163,163,2,0.015038,0.021000
164,164,1,0.378446,0.420000
165,165,1,0.593985,0.253000
166,166,2,0.368421,0.127500
167,167,1,0.288221,0.027000
168,168,4,0.249373,0.175500
169,169,1,0.438596,0.132000
170,170,1,0.057644,0.081000
171,171,1,0.233083,0.238000
172,172,1,0.333333,0.176000
173,173,1,0.348371,0.089000
174,174,1,0.303258,0.038000
175,175,1,0.228070,0.305000
176,176,1,0.268170,0.136000
177,177,1,0.283208,0.183000
178,178,1,0.192982,0.308000
179,179,1,0.423559,0.257000
180,180,1,0.203008,0.211000
181,181,1,0.353383,0.155000
182,182,1,0.428571,0.112000
183,183,1,1.010025,0.409000
184,184,1,0.523810,0.167000
185,185,1,0.614035,0.808000
186,186,1,0.363409,0.173000
187,187,1,0.448622,0.300000
188,188,1,0.333333,0.141000
189,189,1,0.253133,0.025000
190,190,1,0.378446,0.314000
191,191,1,0.288221,0.217000
192,192,1,0.313283,0.129000
193,193,1,0.248120,0.320000
194,194,1,0.353383,0.310000
