id,Label,Number_Points,trip_seconds,trip_miles
0,0,3754,0.029648,0.011183
1,1,59,0.170299,0.172271
2,2,1303,0.047900,0.014217
3,3,375,0.069821,0.048747
4,4,1970,0.013198,0.006252
5,5,312,0.051587,0.047256
6,6,577,0.068373,0.029426
7,7,1090,0.050199,0.027429
8,8,113,0.111096,0.172372
9,9,28,0.131221,0.070214
10,10,454,0.034072,0.025958
11,11,45,0.208243,0.171889
12,12,11,0.288676,0.172818
13,13,186,0.089740,0.048919
14,14,125,0.089845,0.069800
15,15,16,0.150063,0.188938
16,16,29,0.148734,0.149483
17,17,238,0.067859,0.014845
18,18,157,0.087943,0.030752
19,19,28,0.149123,0.130071
20,20,109,0.130395,0.172945
21,21,7,0.308271,0.173429
22,22,32,0.112782,0.149125
23,23,66,0.149465,0.170939
24,24,29,0.095497,0.169828
25,25,35,0.231221,0.173000
26,26,20,0.125815,0.031400
27,27,20,0.168672,0.129450
28,28,83,0.090195,0.088169
29,29,45,0.087608,0.014244
30,30,12,0.191312,0.147833
31,31,5,0.093734,0.148200
32,32,5,0.152882,0.210200
33,33,38,0.054083,0.067158
34,34,6,0.013367,0.046667
35,35,3,0.166249,0.254667
36,36,157,0.071309,0.068490
37,37,23,0.250953,0.172739
38,38,22,0.169743,0.149364
39,39,10,0.128321,0.187100
40,40,43,0.072915,0.086837
41,41,5,0.209023,0.130800
42,42,20,0.129574,0.090950
43,43,5,0.047619,0.088200
44,44,53,0.129333,0.130585
45,45,2,0.308271,0.264000
46,46,1,0.243108,0.128000
47,47,2,0.248120,0.033500
48,48,45,0.190198,0.171689
49,49,37,0.110072,0.108108
50,50,21,0.129490,0.109714
51,51,25,0.091529,0.108520
52,52,6,0.047619,0.105667
53,53,6,0.147870,0.070667
54,54,39,0.128719,0.149000
55,55,6,0.071011,0.129333
56,56,1,0.303258,0.136000
57,57,31,0.034845,0.045581
58,58,2,0.408521,0.171000
59,59,3,0.216374,0.330667
60,60,9,0.167920,0.067444
61,61,9,0.130604,0.209111
62,62,9,0.189641,0.132111
63,63,13,0.030654,0.069846
64,64,3,0.365079,0.183667
65,65,1,4.263158,0.019000
66,66,5,0.168922,0.205400
67,67,3,0.331662,0.171000
68,68,34,0.129736,0.049971
69,69,7,0.190118,0.185429
70,70,66,0.110048,0.130394
71,71,50,0.108571,0.069840
72,72,5,0.170927,0.185600
73,73,1,0.263158,0.021000
74,74,14,0.271393,0.174571
75,75,1,0.132832,0.429000
76,76,6,0.106934,0.186167
77,77,55,0.108043,0.048945
78,78,55,0.108772,0.031491
79,79,7,0.165055,0.087429
80,80,16,0.013158,0.026438
81,81,4,0.162907,0.055750
82,82,14,0.148228,0.049857
83,83,4,0.186717,0.048000
84,84,1,0.323308,0.665000
85,85,8,0.075815,0.110000
86,86,9,0.170705,0.111222
87,87,4,0.127820,0.010000
88,88,6,0.189641,0.111167
89,89,4,0.011278,0.070750
90,90,2,0.027569,0.128000
91,91,1,0.147870,0.402000
92,92,1,1.646617,0.000000
93,93,25,0.093133,0.128800
94,94,4,0.228070,0.092000
95,95,12,0.148287,0.088750
96,96,10,0.150877,0.033800
97,97,8,0.207393,0.147750
98,98,1,0.313283,0.140000
99,99,38,0.107769,0.088947
