CM-0,CM-1,label-cell,label-gC,label-GT
0.001026,0.368077,-1,-1
0.001522,0.021942,-1,-1
0.001578,0.294478,-1,-1
0.003008,0.378663,-1,-1
0.005871,0.166575,-1,-1
0.006393,0.450917,-1,-1
0.007794,0.303401,-1,-1
0.00874,0.176796,-1,-1
0.009717,0.112442,-1,-1
0.01231,0.141265,-1,-1
0.012998,0.015171,-1,-1
0.016853,0.223382,-1,-1
0.017387,0.060131,-1,-1
0.017618,0.358634,-1,-1
0.018928,0.231089,-1,-1
0.021588,0.082137,-1,-1
0.022364,0.386665,-1,-1
0.023572,0.122754,-1,-1
0.023962,0.301016,-1,-1
0.024752,0.029494,-1,-1
0.026316,0.272561,-1,-1
0.027503,0.225593,-1,-1
0.029973,0.024743,-1,-1
0.029995,0.203649,-1,-1
0.030759,0.417966,-1,-1
0.031276,0.249037,-1,-1
0.031604,0.076011,-1,-1
0.032674,0.074824,-1,-1
0.033224,0.065516,-1,-1
0.033823,0.306751,-1,-1
0.034094,0.062744,-1,-1
0.035043,0.067002,-1,-1
0.035687,0.061446,-1,-1
0.036382,0.089481,-1,-1
0.036581,0.099869,-1,-1
0.036909,0.134749,-1,-1
0.037698,0.075819,-1,-1
0.037748,0.099722,-1,-1
0.038161,0.09124,-1,-1
0.038169,0.072265,-1,-1
0.038249,0.072642,-1,-1
0.03834,0.108756,-1,-1
0.039176,0.098698,-1,-1
0.039345,0.093273,-1,-1
0.039548,0.085011,-1,-1
0.039935,0.12285,-1,-1
0.040583,0.102299,-1,-1
0.040641,0.118292,-1,-1
0.040764,0.115011,-1,-1
0.040823,0.146466,-1,-1
0.041272,0.119363,-1,-1
0.041275,0.103238,-1,-1
0.04155,0.130029,-1,-1
0.041773,0.339476,-1,-1
0.041856,0.125757,-1,-1
0.041877,0.405962,-1,-1
0.042139,0.112594,-1,-1
0.042482,0.139681,-1,-1
0.042565,0.144064,-1,-1
0.042805,0.112871,-1,-1
0.043149,0.137554,-1,-1
0.043609,0.259762,-1,-1
0.044243,0.124053,-1,-1
0.04443,0.160939,-1,-1
0.04493,0.147542,-1,-1
0.045468,0.246417,-1,-1
0.046262,0.346256,-1,-1
0.046358,0.157605,-1,-1
0.046495,0.21527,-1,-1
0.046869,0.144343,-1,-1
0.046875,0.155853,-1,-1
0.047511,0.17049,-1,-1
0.047594,0.167374,-1,-1
0.047815,0.166954,-1,-1
